"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Waipu",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Mangawhai Heads",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Wellsford",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Warkworth",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Snells Beach",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Hibiscus Coast",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Parakai",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Helensville",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Coromandel",6.5,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Riverhead",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Kumeu-Huapai",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Waimauku",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Waiheke West",6.3,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Whitianga",6.6,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Muriwai",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Auckland",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Maraetai",6.3,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Beachlands-Pine Harbour",6.3,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Manukau City",6.2,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Tairua",6.8,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.8
"Pauanui",6.8,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.8
"Clarks Beach",6.3,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Thames",6.7,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Patumahoe",6.4,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Pukekohe",6.4,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Whangamata",6.9,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.7,0.14,0.34,0.7,0.15,0.39,0.8
"Pokeno",6.5,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Waiuku",6.3,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Tuakau",6.4,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Ngatea",6.7,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.8
"Paeroa",6.8,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.7,0.14,0.34,0.7,0.15,0.39,0.8
"Waihi",6.9,"n/a",0.09,0.19,0.5,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.31,0.7,0.14,0.34,0.8,0.15,0.39,0.8
"Te Kauwhata",6.6,"n/a",0.09,0.19,0.4,0.11,0.22,0.4,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Waihi Beach-Bowentown",7.0,"n/a",0.09,0.19,0.5,0.11,0.23,0.5,0.12,0.28,0.6,0.14,0.33,0.7,0.14,0.37,0.7,0.15,0.42,0.8
"Te Aroha",6.9,"n/a",0.09,0.19,0.5,0.11,0.22,0.6,0.12,0.26,0.6,0.13,0.31,0.7,0.14,0.34,0.8,0.15,0.39,0.8
"Huntly",6.6,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Katikati",7.0,"n/a",0.1,0.2,0.5,0.11,0.24,0.5,0.13,0.29,0.6,0.14,0.34,0.7,0.15,0.38,0.7,0.16,0.43,0.8
"Omokoroa",7.0,"n/a",0.11,0.22,0.5,0.12,0.27,0.5,0.14,0.32,0.6,0.16,0.38,0.7,0.17,0.41,0.7,0.18,0.47,0.8
"Mount Maunganui",7.0,"n/a",0.12,0.26,0.4,0.14,0.31,0.5,0.16,0.37,0.6,0.18,0.42,0.6,0.19,0.46,0.7,0.2,0.52,0.8
"Morrinsville",6.9,"n/a",0.09,0.19,0.5,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.7,0.14,0.34,0.8,0.15,0.39,0.8
"Ngaruawahia",6.7,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.8
"Tauranga",7.0,"n/a",0.12,0.26,0.4,0.14,0.31,0.5,0.16,0.37,0.6,0.18,0.42,0.6,0.19,0.46,0.7,0.2,0.52,0.8
"Te Puke",7.0,"n/a",0.15,0.32,0.4,0.18,0.38,0.5,0.2,0.45,0.5,0.22,0.5,0.6,0.22,0.54,0.7,0.23,0.59,0.8
"Hamilton",6.8,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.7,0.14,0.34,0.7,0.15,0.39,0.8
"Raglan",6.6,"n/a",0.09,0.19,0.4,0.11,0.22,0.5,0.12,0.26,0.5,0.13,0.3,0.6,0.14,0.34,0.7,0.15,0.39,0.7
"Matamata",7.0,"n/a",0.1,0.2,0.5,0.12,0.25,0.5,0.13,0.3,0.6,0.15,0.35,0.7,0.15,0.39,0.7,0.16,0.44,0.8
"Cambridge",7.0,"n/a",0.09,0.19,0.5,0.11,0.22,0.6,0.12,0.27,0.6,0.13,0.31,0.7,0.14,0.35,0.8,0.15,0.4,0.8
"Ruatoria",7.4,"n/a",0.37,0.81,0.3,0.41,0.87,0.3,0.44,0.92,0.4,0.45,0.93,0.5,0.44,0.93,0.6,0.44,0.93,0.6
"Whakatane",7.0,"n/a",0.34,0.76,0.3,0.39,0.84,0.4,0.42,0.9,0.4,0.43,0.93,0.5,0.43,0.95,0.6,0.42,0.96,0.7
"Edgecumbe",6.8,"n/a",0.3,0.66,0.3,0.34,0.75,0.4,0.37,0.81,0.5,0.39,0.85,0.6,0.38,0.87,0.6,0.38,0.89,0.7
"Ohope",7.0,"n/a",0.34,0.76,0.3,0.39,0.84,0.4,0.42,0.9,0.4,0.43,0.93,0.5,0.43,0.94,0.6,0.42,0.96,0.7
"Pirongia",6.9,"n/a",0.09,0.19,0.5,0.11,0.22,0.5,0.12,0.26,0.6,0.13,0.3,0.7,0.14,0.34,0.8,0.15,0.39,0.8
"Te Awamutu",7.0,"n/a",0.09,0.19,0.5,0.11,0.22,0.6,0.12,0.26,0.6,0.13,0.31,0.7,0.14,0.35,0.8,0.15,0.4,0.8
"Opotiki",7.1,"n/a",0.34,0.76,0.3,0.39,0.84,0.4,0.42,0.9,0.4,0.43,0.93,0.5,0.43,0.94,0.6,0.42,0.96,0.7
"Kihikihi",7.0,"n/a",0.09,0.19,0.5,0.11,0.22,0.6,0.12,0.27,0.6,0.13,0.31,0.7,0.14,0.35,0.8,0.15,0.4,0.8
"Putaruru",7.1,"n/a",0.11,0.23,0.5,0.13,0.28,0.5,0.15,0.33,0.6,0.16,0.39,0.7,0.17,0.42,0.7,0.18,0.48,0.8
"Ngongotaha",7.1,"n/a",0.16,0.35,0.4,0.19,0.41,0.5,0.22,0.48,0.5,0.23,0.53,0.6,0.24,0.57,0.7,0.25,0.62,0.8
"Kawerau",7.0,"n/a",0.26,0.58,0.3,0.3,0.66,0.4,0.33,0.72,0.5,0.35,0.77,0.6,0.35,0.79,0.6,0.35,0.82,0.7
"Rotorua",7.1,"n/a",0.18,0.39,0.4,0.21,0.45,0.4,0.23,0.51,0.5,0.25,0.57,0.6,0.26,0.61,0.7,0.26,0.65,0.8
"Otorohanga",7.0,"n/a",0.09,0.19,0.5,0.11,0.22,0.6,0.12,0.27,0.6,0.13,0.32,0.7,0.14,0.35,0.8,0.15,0.4,0.8
"Tokoroa",7.1,"n/a",0.13,0.28,0.4,0.15,0.33,0.5,0.17,0.39,0.6,0.19,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Te Kuiti",7.0,"n/a",0.09,0.19,0.5,0.11,0.23,0.6,0.12,0.28,0.6,0.14,0.33,0.7,0.14,0.37,0.8,0.16,0.42,0.8
"Mangakino",7.1,"n/a",0.13,0.29,0.4,0.16,0.34,0.5,0.18,0.4,0.6,0.2,0.46,0.6,0.2,0.49,0.7,0.21,0.54,0.8
"Murupara",7.2,"n/a",0.28,0.63,0.3,0.32,0.7,0.4,0.35,0.76,0.5,0.37,0.8,0.5,0.37,0.82,0.6,0.37,0.85,0.7
"Gisborne",7.3,"n/a",0.42,0.92,0.3,0.46,0.98,0.3,0.49,1.02,0.4,0.5,1.02,0.5,0.49,1.0,0.6,0.47,1.0,0.7
"Taupo",7.1,"n/a",0.22,0.47,0.3,0.25,0.54,0.4,0.27,0.6,0.5,0.29,0.65,0.6,0.3,0.68,0.6,0.3,0.72,0.7
"Taumarunui",7.2,"n/a",0.14,0.29,0.4,0.16,0.35,0.5,0.18,0.4,0.6,0.2,0.46,0.6,0.21,0.5,0.7,0.22,0.55,0.8
"Turangi",7.1,"n/a",0.27,0.59,0.3,0.31,0.66,0.4,0.33,0.72,0.5,0.35,0.77,0.5,0.35,0.8,0.6,0.36,0.83,0.7
"Waitara",6.9,"n/a",0.1,0.2,0.5,0.11,0.24,0.5,0.13,0.29,0.6,0.14,0.33,0.7,0.15,0.37,0.7,0.16,0.42,0.8
"Wairoa",7.3,"n/a",0.36,0.8,0.3,0.41,0.87,0.4,0.44,0.92,0.4,0.45,0.93,0.5,0.45,0.93,0.6,0.44,0.94,0.7
"New Plymouth",6.8,"n/a",0.1,0.2,0.5,0.11,0.24,0.5,0.13,0.29,0.6,0.14,0.34,0.7,0.15,0.37,0.7,0.16,0.42,0.8
"Oakura (New Plymouth District)",6.8,"n/a",0.1,0.2,0.5,0.12,0.25,0.5,0.13,0.29,0.6,0.14,0.34,0.7,0.15,0.38,0.7,0.16,0.42,0.8
"Inglewood",7.0,"n/a",0.1,0.22,0.5,0.12,0.26,0.5,0.14,0.31,0.6,0.15,0.36,0.7,0.16,0.4,0.7,0.17,0.45,0.8
"Stratford",7.1,"n/a",0.12,0.24,0.4,0.14,0.29,0.5,0.15,0.34,0.6,0.17,0.4,0.7,0.18,0.44,0.7,0.19,0.48,0.8
"Ohakune",7.3,"n/a",0.26,0.57,0.3,0.29,0.64,0.4,0.32,0.69,0.5,0.34,0.74,0.5,0.34,0.77,0.6,0.35,0.81,0.7
"Raetihi",7.2,"n/a",0.25,0.55,0.3,0.28,0.61,0.4,0.31,0.67,0.5,0.33,0.72,0.5,0.34,0.75,0.6,0.34,0.79,0.7
"Eltham",7.1,"n/a",0.12,0.25,0.4,0.14,0.3,0.5,0.16,0.36,0.6,0.18,0.41,0.7,0.19,0.45,0.7,0.2,0.5,0.8
"Opunake",6.9,"n/a",0.12,0.24,0.4,0.13,0.29,0.5,0.15,0.34,0.6,0.17,0.39,0.7,0.18,0.43,0.7,0.19,0.48,0.8
"Waiouru",7.3,"n/a",0.29,0.64,0.3,0.33,0.71,0.4,0.36,0.76,0.5,0.37,0.81,0.5,0.38,0.83,0.6,0.38,0.86,0.7
"Napier",7.4,"n/a",0.4,0.88,0.3,0.45,0.95,0.4,0.48,0.99,0.4,0.48,1.0,0.5,0.48,0.99,0.6,0.46,0.99,0.7
"Clive",7.4,"n/a",0.42,0.92,0.3,0.47,0.99,0.4,0.49,1.02,0.5,0.5,1.02,0.5,0.49,1.01,0.6,0.48,1.01,0.7
"Hawera",7.2,"n/a",0.13,0.27,0.4,0.15,0.33,0.5,0.17,0.38,0.6,0.19,0.44,0.7,0.2,0.48,0.7,0.21,0.53,0.8
"Hastings",7.4,"n/a",0.43,0.94,0.3,0.48,1.01,0.4,0.5,1.05,0.5,0.51,1.04,0.5,0.5,1.03,0.6,0.48,1.02,0.7
"Taihape",7.4,"n/a",0.33,0.74,0.3,0.38,0.8,0.4,0.41,0.86,0.5,0.42,0.89,0.5,0.42,0.9,0.6,0.41,0.92,0.7
"Havelock North",7.5,"n/a",0.44,0.96,0.3,0.49,1.03,0.4,0.51,1.06,0.5,0.51,1.06,0.5,0.51,1.04,0.6,0.49,1.03,0.7
"Patea",7.2,"n/a",0.17,0.35,0.4,0.19,0.41,0.5,0.22,0.47,0.5,0.23,0.52,0.6,0.24,0.56,0.7,0.25,0.61,0.8
"Whanganui",7.2,"n/a",0.29,0.65,0.3,0.33,0.71,0.4,0.36,0.77,0.5,0.38,0.81,0.5,0.38,0.83,0.6,0.38,0.86,0.7
"Waipawa",7.5,"n/a",0.49,1.07,0.3,0.54,1.14,0.4,0.56,1.16,0.5,0.56,1.14,0.6,0.54,1.11,0.6,0.52,1.09,0.8
"Waipukurau",7.6,"n/a",0.5,1.1,0.3,0.55,1.16,0.4,0.58,1.18,0.5,0.57,1.15,0.6,0.55,1.13,0.6,0.53,1.1,0.8
"Marton",7.4,"n/a",0.36,0.79,0.3,0.4,0.86,0.4,0.43,0.91,0.5,0.44,0.93,0.5,0.44,0.94,0.6,0.43,0.95,0.7
"Bulls",7.4,"n/a",0.38,0.84,0.3,0.43,0.91,0.4,0.46,0.96,0.5,0.46,0.97,0.6,0.46,0.98,0.6,0.45,0.98,0.7
"Dannevirke",7.6,"n/a",0.53,1.16,0.3,0.58,1.22,0.4,0.6,1.23,0.5,0.59,1.19,0.6,0.57,1.16,0.6,0.54,1.12,0.8
"Feilding",7.5,"n/a",0.42,0.91,0.3,0.46,0.98,0.4,0.49,1.02,0.5,0.5,1.03,0.6,0.49,1.02,0.6,0.47,1.02,0.8
"Ashhurst",7.6,7,0.49,1.07,0.3,0.54,1.13,0.4,0.56,1.15,0.5,0.56,1.13,0.6,0.54,1.11,0.6,0.52,1.08,0.8
"Woodville",7.6,6,0.53,1.16,0.3,0.58,1.22,0.4,0.6,1.23,0.5,0.59,1.19,0.6,0.57,1.16,0.6,0.54,1.12,0.8
"Palmerston North",7.6,6,0.48,1.04,0.3,0.53,1.11,0.4,0.55,1.13,0.5,0.55,1.11,0.6,0.53,1.1,0.6,0.51,1.07,0.8
"Pahiatua",7.6,7,0.55,1.21,0.3,0.61,1.27,0.4,0.63,1.27,0.5,0.61,1.23,0.6,0.59,1.19,0.7,0.56,1.14,0.8
"Foxton Beach",7.5,"n/a",0.43,0.95,0.3,0.48,1.01,0.4,0.51,1.05,0.5,0.51,1.06,0.6,0.5,1.05,0.6,0.49,1.04,0.8
"Foxton",7.6,"n/a",0.45,0.98,0.3,0.5,1.04,0.4,0.52,1.08,0.5,0.52,1.08,0.6,0.51,1.07,0.6,0.5,1.05,0.8
"Shannon",7.6,15,0.5,1.09,0.3,0.55,1.15,0.4,0.57,1.17,0.5,0.57,1.15,0.6,0.55,1.12,0.6,0.53,1.1,0.8
"Levin",7.6,18,0.5,1.09,0.3,0.55,1.15,0.4,0.57,1.17,0.5,0.57,1.15,0.6,0.55,1.13,0.7,0.53,1.1,0.8
"Otaki Beach",7.6,"n/a",0.5,1.1,0.3,0.55,1.17,0.4,0.58,1.18,0.5,0.57,1.16,0.6,0.55,1.13,0.7,0.53,1.1,0.8
"Otaki",7.6,"n/a",0.51,1.11,0.3,0.56,1.18,0.4,0.58,1.19,0.5,0.58,1.17,0.6,0.56,1.14,0.7,0.53,1.11,0.8
"Waikanae",7.7,"n/a",0.53,1.15,0.3,0.58,1.21,0.4,0.6,1.22,0.5,0.59,1.19,0.6,0.57,1.16,0.7,0.54,1.12,0.9
"Takaka",7.3,"n/a",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.54,0.5,0.27,0.59,0.6,0.27,0.63,0.6,0.28,0.68,0.7
"Paraparaumu",7.7,18,0.53,1.15,0.3,0.58,1.22,0.4,0.6,1.22,0.5,0.59,1.19,0.6,0.57,1.16,0.7,0.54,1.12,0.9
"Masterton",7.8,6,0.66,1.44,0.3,0.72,1.49,0.4,0.73,1.45,0.5,0.7,1.36,0.6,0.66,1.29,0.7,0.62,1.21,0.9
"Paekakariki",7.7,16,0.54,1.19,0.3,0.6,1.25,0.4,0.62,1.25,0.5,0.6,1.21,0.6,0.58,1.18,0.7,0.55,1.14,0.9
"Carterton",7.8,4,0.66,1.44,0.3,0.72,1.49,0.4,0.73,1.45,0.5,0.7,1.36,0.6,0.66,1.3,0.7,0.61,1.21,0.9
"Greytown",7.8,4,0.64,1.4,0.3,0.7,1.45,0.4,0.71,1.42,0.5,0.68,1.34,0.6,0.65,1.28,0.7,0.61,1.21,0.9
"Porirua",7.7,6,0.56,1.21,0.3,0.61,1.28,0.4,0.63,1.28,0.5,0.62,1.24,0.6,0.59,1.2,0.7,0.56,1.15,0.9
"Featherston",7.8,0,0.65,1.41,0.3,0.7,1.46,0.4,0.71,1.43,0.5,0.69,1.34,0.6,0.65,1.29,0.7,0.61,1.21,0.9
"Motueka",7.4,"n/a",0.24,0.51,0.3,0.27,0.58,0.4,0.3,0.64,0.5,0.32,0.69,0.6,0.32,0.72,0.6,0.33,0.76,0.8
"Upper Hutt",7.7,0,0.61,1.32,0.3,0.66,1.38,0.4,0.68,1.36,0.5,0.65,1.3,0.6,0.63,1.25,0.7,0.59,1.18,0.9
"Lower Hutt",7.7,0,0.58,1.27,0.3,0.64,1.33,0.4,0.66,1.32,0.5,0.64,1.27,0.6,0.61,1.23,0.7,0.58,1.17,0.9
"Martinborough",7.8,16,0.63,1.36,0.3,0.68,1.41,0.4,0.69,1.38,0.5,0.67,1.31,0.6,0.64,1.26,0.7,0.6,1.19,0.9
"Mapua",7.4,"n/a",0.26,0.57,0.3,0.3,0.64,0.4,0.33,0.7,0.5,0.34,0.75,0.6,0.35,0.78,0.6,0.35,0.81,0.8
"Wainuiomata",7.7,0,0.58,1.27,0.3,0.64,1.33,0.4,0.66,1.32,0.5,0.64,1.27,0.6,0.61,1.23,0.7,0.58,1.17,0.9
"Nelson",7.4,"n/a",0.29,0.62,0.3,0.32,0.69,0.4,0.35,0.75,0.5,0.37,0.8,0.6,0.37,0.82,0.6,0.37,0.85,0.8
"Picton",7.5,"n/a",0.41,0.89,0.3,0.46,0.97,0.4,0.49,1.01,0.5,0.49,1.03,0.6,0.48,1.03,0.6,0.47,1.03,0.8
"Wellington CBD",7.7,0,0.58,1.26,0.3,0.63,1.33,0.4,0.65,1.32,0.5,0.64,1.27,0.6,0.61,1.23,0.7,0.57,1.17,0.9
"Wellington",7.7,0,0.58,1.26,0.3,0.63,1.33,0.4,0.65,1.32,0.5,0.64,1.27,0.6,0.61,1.23,0.7,0.57,1.17,0.9
"Eastbourne",7.7,0,0.58,1.27,0.3,0.64,1.33,0.4,0.66,1.32,0.5,0.64,1.27,0.6,0.61,1.23,0.7,0.58,1.17,0.9
"Richmond",7.4,"n/a",0.28,0.62,0.3,0.32,0.69,0.4,0.35,0.75,0.5,0.37,0.8,0.6,0.37,0.82,0.6,0.37,0.85,0.8
"Hope",7.4,"n/a",0.28,0.62,0.3,0.32,0.69,0.4,0.35,0.75,0.5,0.37,0.8,0.6,0.37,0.82,0.6,0.37,0.85,0.8
"Brightwater",7.4,"n/a",0.28,0.61,0.3,0.32,0.69,0.4,0.35,0.75,0.5,0.37,0.79,0.6,0.37,0.82,0.6,0.37,0.85,0.8
"Wakefield",7.4,"n/a",0.28,0.61,0.3,0.32,0.69,0.4,0.35,0.74,0.5,0.37,0.79,0.6,0.37,0.82,0.6,0.37,0.85,0.8
"Renwick",7.5,"n/a",0.42,0.92,0.3,0.47,1.0,0.4,0.5,1.04,0.5,0.51,1.06,0.6,0.5,1.05,0.7,0.48,1.05,0.8
"Blenheim",7.5,11,0.45,0.98,0.3,0.5,1.06,0.4,0.53,1.1,0.5,0.53,1.1,0.6,0.52,1.09,0.7,0.5,1.08,0.8
"Seddon",7.5,5,0.5,1.11,0.3,0.56,1.19,0.4,0.59,1.22,0.5,0.58,1.2,0.6,0.56,1.18,0.7,0.54,1.15,0.9
"Westport",7.0,"n/a",0.22,0.47,0.3,0.25,0.53,0.4,0.28,0.6,0.5,0.29,0.65,0.6,0.3,0.69,0.6,0.3,0.73,0.8
"St Arnaud",7.3,0,0.34,0.74,0.3,0.38,0.82,0.4,0.41,0.88,0.5,0.43,0.91,0.6,0.42,0.93,0.7,0.42,0.95,0.8
"Murchison",7.1,"n/a",0.29,0.63,0.3,0.33,0.71,0.4,0.36,0.77,0.5,0.38,0.82,0.6,0.38,0.85,0.6,0.38,0.88,0.8
"Ward",7.5,5,0.53,1.16,0.3,0.59,1.25,0.4,0.61,1.26,0.5,0.6,1.24,0.6,0.58,1.21,0.7,0.55,1.17,0.9
"Reefton",7.1,"n/a",0.28,0.6,0.3,0.32,0.68,0.4,0.35,0.75,0.5,0.36,0.8,0.6,0.36,0.82,0.7,0.36,0.85,0.8
"Springs Junction",7.4,2,0.38,0.83,0.3,0.43,0.93,0.4,0.46,0.98,0.5,0.47,1.01,0.6,0.46,1.01,0.8,0.44,1.01,1.0
"Runanga",7.4,"n/a",0.22,0.47,0.3,0.26,0.55,0.4,0.28,0.61,0.5,0.3,0.67,0.6,0.3,0.7,0.7,0.31,0.73,0.9
"Kaikoura",7.5,6,0.43,0.94,0.3,0.49,1.03,0.4,0.51,1.07,0.5,0.51,1.07,0.6,0.5,1.06,0.7,0.48,1.04,0.9
"Greymouth",7.4,"n/a",0.23,0.49,0.3,0.27,0.57,0.4,0.3,0.64,0.5,0.31,0.69,0.6,0.31,0.72,0.7,0.31,0.75,0.9
"Hanmer Springs",7.2,4,0.48,1.06,0.3,0.55,1.17,0.4,0.58,1.22,0.5,0.57,1.22,0.6,0.55,1.19,0.7,0.52,1.17,0.9
"Hokitika",7.4,"n/a",0.27,0.57,0.3,0.31,0.66,0.4,0.34,0.72,0.5,0.35,0.77,0.6,0.35,0.79,0.8,0.34,0.81,0.9
"Cheviot",7.2,"n/a",0.31,0.68,0.3,0.36,0.76,0.4,0.39,0.82,0.5,0.4,0.87,0.6,0.4,0.89,0.7,0.39,0.91,0.8
