"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Warkworth",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Snells Beach",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Hibiscus Coast",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Parakai",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Helensville",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Coromandel",6.5,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Riverhead",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Kumeu-Huapai",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Waimauku",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Waiheke West",6.3,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Whitianga",6.6,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Muriwai",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Auckland",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Maraetai",6.3,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Beachlands-Pine Harbour",6.3,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Manukau City",6.2,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Tairua",6.7,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.6,0.08,0.2,0.7,0.09,0.23,0.7
"Pauanui",6.7,"n/a",0.05,0.1,0.5,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.7,0.08,0.2,0.7,0.09,0.23,0.7
"Clarks Beach",6.3,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Thames",6.6,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.6,0.08,0.2,0.7,0.09,0.23,0.7
"Patumahoe",6.4,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Pukekohe",6.4,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Whangamata",6.8,"n/a",0.05,0.1,0.5,0.06,0.12,0.6,0.07,0.15,0.6,0.08,0.18,0.7,0.08,0.2,0.7,0.09,0.24,0.8
"Pokeno",6.5,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Waiuku",6.4,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Tuakau",6.4,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Ngatea",6.7,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.6,0.08,0.2,0.7,0.09,0.23,0.7
"Paeroa",6.8,"n/a",0.05,0.1,0.5,0.06,0.12,0.6,0.07,0.14,0.6,0.08,0.18,0.7,0.08,0.2,0.7,0.09,0.24,0.8
"Waihi",6.8,"n/a",0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.08,0.19,0.7,0.08,0.22,0.7,0.09,0.25,0.8
"Te Kauwhata",6.6,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.23,0.7
"Waihi Beach-Bowentown",6.9,"n/a",0.05,0.11,0.5,0.06,0.14,0.5,0.08,0.17,0.6,0.09,0.21,0.7,0.09,0.23,0.7,0.1,0.27,0.8
"Te Aroha",6.8,"n/a",0.05,0.1,0.5,0.06,0.12,0.6,0.07,0.16,0.6,0.08,0.19,0.7,0.08,0.21,0.7,0.09,0.25,0.8
"Huntly",6.6,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.6,0.08,0.2,0.7,0.09,0.23,0.7
"Katikati",6.9,"n/a",0.06,0.11,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.09,0.21,0.7,0.09,0.24,0.7,0.1,0.28,0.8
"Omokoroa",6.9,"n/a",0.06,0.13,0.5,0.08,0.16,0.5,0.09,0.2,0.6,0.1,0.24,0.6,0.11,0.27,0.7,0.11,0.31,0.7
"Mount Maunganui",6.9,"n/a",0.07,0.15,0.4,0.09,0.19,0.5,0.1,0.23,0.5,0.11,0.27,0.6,0.12,0.3,0.7,0.13,0.34,0.7
"Morrinsville",6.8,"n/a",0.05,0.1,0.5,0.06,0.12,0.6,0.07,0.15,0.6,0.08,0.18,0.7,0.08,0.21,0.7,0.09,0.24,0.8
"Ngaruawahia",6.7,"n/a",0.05,0.1,0.5,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.7,0.08,0.2,0.7,0.09,0.23,0.7
"Tauranga",6.9,"n/a",0.07,0.15,0.4,0.09,0.19,0.5,0.1,0.23,0.5,0.11,0.27,0.6,0.12,0.3,0.7,0.13,0.34,0.7
"Te Puke",6.8,"n/a",0.09,0.19,0.4,0.11,0.23,0.4,0.12,0.28,0.5,0.14,0.32,0.6,0.14,0.35,0.6,0.15,0.4,0.7
"Hamilton",6.8,"n/a",0.05,0.1,0.5,0.06,0.12,0.6,0.07,0.14,0.6,0.08,0.18,0.7,0.08,0.2,0.7,0.09,0.23,0.8
"Raglan",6.6,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.14,0.6,0.08,0.18,0.6,0.08,0.2,0.7,0.09,0.23,0.7
"Matamata",6.9,"n/a",0.06,0.12,0.5,0.07,0.14,0.5,0.08,0.18,0.6,0.09,0.22,0.7,0.1,0.24,0.7,0.11,0.28,0.8
"Cambridge",6.9,"n/a",0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.08,0.19,0.7,0.09,0.22,0.7,0.09,0.26,0.8
"Ruatoria",7.1,"n/a",0.2,0.45,0.3,0.23,0.5,0.3,0.26,0.55,0.4,0.28,0.59,0.5,0.28,0.61,0.5,0.29,0.64,0.6
"Whakatane",6.8,"n/a",0.21,0.46,0.3,0.24,0.52,0.3,0.27,0.58,0.4,0.28,0.62,0.5,0.29,0.65,0.5,0.29,0.68,0.6
"Edgecumbe",6.6,"n/a",0.18,0.39,0.3,0.21,0.45,0.4,0.23,0.5,0.4,0.25,0.55,0.5,0.25,0.58,0.6,0.26,0.62,0.6
"Ohope",6.8,"n/a",0.21,0.46,0.3,0.24,0.52,0.3,0.27,0.58,0.4,0.28,0.62,0.5,0.29,0.64,0.5,0.29,0.68,0.6
"Pirongia",6.8,"n/a",0.05,0.1,0.5,0.06,0.12,0.6,0.07,0.15,0.6,0.08,0.18,0.7,0.08,0.2,0.7,0.09,0.24,0.8
"Te Awamutu",6.9,"n/a",0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.08,0.19,0.7,0.09,0.22,0.7,0.09,0.25,0.8
"Opotiki",6.8,"n/a",0.21,0.46,0.3,0.24,0.52,0.3,0.27,0.58,0.4,0.28,0.62,0.5,0.29,0.64,0.5,0.3,0.68,0.6
"Kihikihi",6.9,"n/a",0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.08,0.19,0.7,0.09,0.22,0.7,0.09,0.26,0.8
"Putaruru",7.0,"n/a",0.07,0.13,0.5,0.08,0.16,0.5,0.09,0.2,0.6,0.1,0.24,0.7,0.11,0.27,0.7,0.12,0.31,0.8
"Ngongotaha",6.9,"n/a",0.1,0.2,0.4,0.11,0.24,0.5,0.13,0.29,0.5,0.14,0.33,0.6,0.15,0.37,0.6,0.16,0.41,0.7
"Kawerau",6.7,"n/a",0.15,0.33,0.3,0.18,0.39,0.4,0.2,0.44,0.4,0.22,0.49,0.5,0.22,0.52,0.6,0.23,0.56,0.6
"Rotorua",6.9,"n/a",0.1,0.22,0.4,0.12,0.26,0.4,0.14,0.3,0.5,0.15,0.35,0.6,0.16,0.38,0.6,0.17,0.43,0.7
"Otorohanga",6.9,"n/a",0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.08,0.2,0.7,0.09,0.22,0.7,0.1,0.26,0.8
"Tokoroa",7.0,"n/a",0.08,0.16,0.4,0.09,0.19,0.5,0.1,0.23,0.6,0.12,0.28,0.6,0.12,0.31,0.7,0.13,0.35,0.7
"Te Kuiti",7.0,"n/a",0.05,0.11,0.5,0.06,0.14,0.6,0.08,0.17,0.6,0.09,0.2,0.7,0.09,0.23,0.7,0.1,0.27,0.8
"Mangakino",7.0,"n/a",0.08,0.16,0.4,0.09,0.2,0.5,0.11,0.24,0.6,0.12,0.28,0.6,0.13,0.31,0.7,0.13,0.36,0.7
"Murupara",7.0,"n/a",0.17,0.37,0.3,0.2,0.42,0.4,0.22,0.48,0.4,0.24,0.52,0.5,0.24,0.55,0.5,0.25,0.59,0.6
"Gisborne",7.0,"n/a",0.23,0.51,0.3,0.26,0.57,0.3,0.29,0.62,0.4,0.31,0.65,0.5,0.31,0.67,0.5,0.32,0.69,0.6
"Taupo",6.9,"n/a",0.12,0.26,0.3,0.14,0.31,0.4,0.16,0.36,0.5,0.18,0.4,0.6,0.19,0.43,0.6,0.2,0.48,0.7
"Taumarunui",7.0,"n/a",0.08,0.17,0.4,0.1,0.2,0.5,0.11,0.25,0.5,0.12,0.29,0.6,0.13,0.32,0.7,0.14,0.36,0.7
"Turangi",7.0,"n/a",0.16,0.35,0.3,0.19,0.4,0.4,0.21,0.45,0.4,0.23,0.5,0.5,0.23,0.53,0.6,0.24,0.57,0.6
"Waitara",6.8,"n/a",0.05,0.11,0.5,0.07,0.14,0.6,0.08,0.17,0.6,0.09,0.2,0.7,0.09,0.23,0.7,0.1,0.27,0.8
"Wairoa",7.1,"n/a",0.21,0.46,0.3,0.24,0.51,0.3,0.26,0.56,0.4,0.28,0.6,0.5,0.29,0.62,0.5,0.3,0.65,0.6
"New Plymouth",6.8,"n/a",0.05,0.11,0.5,0.06,0.13,0.6,0.08,0.17,0.6,0.09,0.2,0.7,0.09,0.23,0.7,0.1,0.26,0.8
"Oakura (New Plymouth District)",6.8,"n/a",0.05,0.11,0.5,0.06,0.14,0.5,0.08,0.17,0.6,0.09,0.2,0.7,0.09,0.23,0.7,0.1,0.26,0.8
"Inglewood",6.9,"n/a",0.06,0.12,0.5,0.07,0.15,0.5,0.08,0.18,0.6,0.09,0.22,0.7,0.1,0.24,0.7,0.11,0.28,0.8
"Stratford",7.0,"n/a",0.07,0.14,0.5,0.08,0.17,0.5,0.09,0.2,0.6,0.1,0.24,0.7,0.11,0.27,0.7,0.12,0.31,0.8
"Ohakune",7.1,"n/a",0.15,0.34,0.3,0.18,0.39,0.4,0.2,0.44,0.4,0.22,0.48,0.5,0.23,0.51,0.6,0.24,0.56,0.6
"Raetihi",7.1,"n/a",0.15,0.32,0.3,0.17,0.37,0.4,0.2,0.42,0.4,0.21,0.47,0.5,0.22,0.5,0.6,0.23,0.54,0.6
"Eltham",7.0,"n/a",0.07,0.14,0.5,0.08,0.18,0.5,0.1,0.21,0.6,0.11,0.25,0.6,0.11,0.28,0.7,0.12,0.32,0.8
"Opunake",6.9,"n/a",0.06,0.13,0.5,0.08,0.16,0.5,0.09,0.19,0.6,0.1,0.23,0.7,0.1,0.26,0.7,0.11,0.3,0.8
"Waiouru",7.1,"n/a",0.17,0.38,0.3,0.2,0.43,0.4,0.22,0.48,0.4,0.24,0.53,0.5,0.25,0.55,0.6,0.26,0.6,0.6
"Napier",7.2,"n/a",0.22,0.49,0.3,0.26,0.55,0.4,0.28,0.6,0.4,0.3,0.64,0.5,0.31,0.66,0.5,0.31,0.69,0.6
"Clive",7.2,"n/a",0.23,0.51,0.3,0.27,0.57,0.4,0.29,0.62,0.4,0.31,0.66,0.5,0.31,0.68,0.5,0.32,0.7,0.6
"Hawera",7.1,"n/a",0.08,0.16,0.4,0.09,0.19,0.5,0.1,0.23,0.6,0.12,0.27,0.6,0.12,0.3,0.7,0.13,0.34,0.8
"Hastings",7.2,"n/a",0.24,0.52,0.3,0.27,0.58,0.4,0.3,0.63,0.4,0.32,0.67,0.5,0.32,0.69,0.5,0.32,0.71,0.6
"Taihape",7.2,"n/a",0.2,0.43,0.3,0.23,0.48,0.4,0.25,0.53,0.4,0.27,0.57,0.5,0.27,0.6,0.6,0.28,0.64,0.6
"Havelock North",7.2,"n/a",0.24,0.53,0.3,0.28,0.59,0.4,0.3,0.64,0.4,0.32,0.68,0.5,0.32,0.69,0.5,0.33,0.72,0.6
"Patea",7.1,"n/a",0.1,0.2,0.4,0.11,0.24,0.5,0.13,0.28,0.5,0.14,0.32,0.6,0.15,0.36,0.6,0.16,0.4,0.7
"Whanganui",7.1,"n/a",0.18,0.38,0.3,0.2,0.43,0.4,0.23,0.49,0.4,0.24,0.53,0.5,0.25,0.56,0.6,0.26,0.6,0.6
"Waipawa",7.3,"n/a",0.27,0.59,0.3,0.31,0.65,0.4,0.33,0.7,0.4,0.35,0.73,0.5,0.35,0.74,0.6,0.35,0.76,0.6
"Waipukurau",7.3,"n/a",0.27,0.6,0.3,0.31,0.66,0.4,0.34,0.71,0.4,0.35,0.74,0.5,0.35,0.75,0.6,0.35,0.77,0.6
"Marton",7.2,"n/a",0.21,0.46,0.3,0.24,0.51,0.4,0.27,0.57,0.4,0.28,0.61,0.5,0.29,0.63,0.6,0.29,0.66,0.6
"Bulls",7.2,"n/a",0.22,0.48,0.3,0.25,0.54,0.4,0.28,0.59,0.4,0.3,0.63,0.5,0.3,0.65,0.6,0.31,0.69,0.6
"Dannevirke",7.4,"n/a",0.29,0.63,0.3,0.33,0.69,0.4,0.35,0.74,0.4,0.37,0.76,0.5,0.37,0.77,0.6,0.36,0.78,0.6
"Feilding",7.3,"n/a",0.24,0.52,0.3,0.27,0.57,0.4,0.3,0.63,0.4,0.31,0.66,0.5,0.32,0.68,0.6,0.32,0.71,0.6
"Ashhurst",7.4,7,0.27,0.58,0.3,0.31,0.64,0.4,0.33,0.69,0.4,0.34,0.72,0.5,0.35,0.73,0.6,0.34,0.75,0.6
"Woodville",7.4,6,0.29,0.63,0.3,0.33,0.69,0.4,0.35,0.74,0.4,0.36,0.76,0.5,0.36,0.77,0.6,0.36,0.78,0.6
"Palmerston North",7.4,6,0.26,0.57,0.3,0.3,0.63,0.4,0.33,0.68,0.4,0.34,0.71,0.5,0.34,0.73,0.6,0.34,0.75,0.6
"Pahiatua",7.4,7,0.3,0.66,0.3,0.34,0.72,0.4,0.37,0.77,0.4,0.38,0.79,0.5,0.38,0.79,0.6,0.37,0.8,0.6
"Foxton Beach",7.3,"n/a",0.25,0.54,0.3,0.28,0.6,0.4,0.31,0.65,0.4,0.32,0.69,0.5,0.33,0.7,0.6,0.33,0.73,0.6
"Foxton",7.3,"n/a",0.25,0.55,0.3,0.29,0.61,0.4,0.32,0.66,0.4,0.33,0.7,0.5,0.33,0.71,0.6,0.33,0.74,0.6
"Shannon",7.4,15,0.28,0.6,0.3,0.31,0.66,0.4,0.34,0.71,0.4,0.35,0.74,0.5,0.35,0.75,0.6,0.35,0.76,0.6
"Levin",7.4,18,0.28,0.6,0.3,0.31,0.66,0.4,0.34,0.71,0.4,0.35,0.74,0.5,0.35,0.75,0.6,0.35,0.77,0.6
"Otaki Beach",7.4,"n/a",0.28,0.61,0.3,0.32,0.67,0.4,0.34,0.72,0.4,0.35,0.74,0.5,0.36,0.75,0.6,0.35,0.77,0.7
"Otaki",7.4,"n/a",0.28,0.61,0.3,0.32,0.67,0.4,0.35,0.72,0.4,0.36,0.75,0.5,0.36,0.76,0.6,0.36,0.77,0.7
"Waikanae",7.4,"n/a",0.29,0.63,0.3,0.33,0.69,0.4,0.35,0.74,0.4,0.36,0.76,0.5,0.36,0.77,0.6,0.36,0.78,0.7
"Takaka",7.2,"n/a",0.12,0.25,0.3,0.13,0.29,0.4,0.15,0.33,0.5,0.17,0.38,0.5,0.18,0.41,0.6,0.19,0.46,0.6
"Paraparaumu",7.4,18,0.29,0.63,0.3,0.33,0.69,0.4,0.36,0.74,0.4,0.37,0.76,0.5,0.37,0.77,0.6,0.36,0.78,0.7
"Masterton",7.5,6,0.35,0.76,0.3,0.39,0.82,0.4,0.42,0.85,0.4,0.42,0.86,0.5,0.42,0.85,0.6,0.41,0.85,0.7
"Paekakariki",7.4,16,0.3,0.64,0.3,0.34,0.71,0.4,0.36,0.75,0.4,0.37,0.78,0.5,0.37,0.78,0.6,0.37,0.79,0.7
"Carterton",7.5,4,0.35,0.76,0.3,0.39,0.82,0.4,0.42,0.86,0.4,0.42,0.86,0.5,0.42,0.85,0.6,0.41,0.85,0.7
"Greytown",7.5,4,0.34,0.74,0.3,0.39,0.81,0.4,0.41,0.85,0.4,0.42,0.85,0.5,0.41,0.85,0.6,0.4,0.84,0.7
"Porirua",7.4,6,0.31,0.66,0.3,0.35,0.72,0.4,0.37,0.77,0.4,0.38,0.79,0.5,0.38,0.8,0.6,0.37,0.8,0.7
"Featherston",7.5,0,0.34,0.74,0.3,0.39,0.81,0.4,0.41,0.84,0.4,0.42,0.85,0.5,0.41,0.85,0.6,0.4,0.84,0.7
"Motueka",7.2,"n/a",0.14,0.3,0.3,0.16,0.35,0.4,0.18,0.4,0.5,0.2,0.45,0.5,0.21,0.48,0.6,0.22,0.52,0.6
"Upper Hutt",7.5,0,0.33,0.71,0.3,0.37,0.77,0.4,0.39,0.81,0.4,0.4,0.83,0.5,0.4,0.83,0.6,0.39,0.83,0.7
"Lower Hutt",7.5,0,0.32,0.69,0.3,0.36,0.75,0.4,0.39,0.8,0.4,0.39,0.81,0.5,0.39,0.82,0.6,0.38,0.82,0.7
"Martinborough",7.6,16,0.33,0.72,0.3,0.38,0.78,0.4,0.4,0.82,0.4,0.41,0.83,0.5,0.41,0.83,0.6,0.4,0.83,0.7
"Mapua",7.2,"n/a",0.16,0.34,0.3,0.18,0.39,0.4,0.2,0.44,0.5,0.22,0.48,0.5,0.23,0.52,0.6,0.24,0.56,0.6
"Wainuiomata",7.5,0,0.32,0.69,0.3,0.36,0.75,0.4,0.39,0.8,0.4,0.39,0.81,0.5,0.39,0.82,0.6,0.38,0.82,0.7
"Nelson",7.2,"n/a",0.17,0.36,0.3,0.2,0.42,0.4,0.22,0.47,0.5,0.24,0.52,0.5,0.24,0.55,0.6,0.25,0.59,0.6
"Picton",7.3,"n/a",0.24,0.52,0.3,0.28,0.58,0.4,0.3,0.64,0.4,0.32,0.68,0.5,0.32,0.7,0.6,0.32,0.72,0.6
"Wellington CBD",7.5,0,0.32,0.69,0.3,0.36,0.75,0.4,0.38,0.8,0.4,0.39,0.81,0.5,0.39,0.82,0.6,0.38,0.82,0.7
"Wellington",7.5,0,0.32,0.69,0.3,0.36,0.75,0.4,0.38,0.8,0.4,0.39,0.81,0.5,0.39,0.82,0.6,0.38,0.82,0.7
"Eastbourne",7.5,0,0.32,0.69,0.3,0.36,0.75,0.4,0.39,0.8,0.4,0.39,0.81,0.5,0.39,0.82,0.6,0.38,0.82,0.7
"Richmond",7.2,"n/a",0.17,0.36,0.3,0.2,0.42,0.4,0.22,0.47,0.5,0.24,0.52,0.5,0.24,0.55,0.6,0.25,0.59,0.6
"Hope",7.2,"n/a",0.17,0.37,0.3,0.2,0.42,0.4,0.22,0.47,0.5,0.24,0.52,0.5,0.24,0.55,0.6,0.25,0.59,0.6
"Brightwater",7.2,"n/a",0.17,0.36,0.3,0.2,0.41,0.4,0.22,0.47,0.5,0.23,0.52,0.5,0.24,0.55,0.6,0.25,0.59,0.6
"Wakefield",7.2,"n/a",0.17,0.36,0.3,0.2,0.41,0.4,0.22,0.47,0.5,0.23,0.51,0.5,0.24,0.55,0.6,0.25,0.59,0.6
"Renwick",7.2,"n/a",0.25,0.53,0.3,0.28,0.6,0.4,0.31,0.65,0.4,0.32,0.69,0.5,0.33,0.71,0.6,0.33,0.74,0.7
"Blenheim",7.3,11,0.26,0.57,0.3,0.3,0.63,0.4,0.32,0.68,0.4,0.34,0.72,0.5,0.34,0.74,0.6,0.34,0.76,0.7
"Seddon",7.2,5,0.3,0.65,0.3,0.34,0.72,0.4,0.37,0.77,0.4,0.38,0.8,0.5,0.38,0.81,0.6,0.37,0.82,0.7
"Westport",6.8,"n/a",0.13,0.28,0.3,0.15,0.32,0.4,0.17,0.37,0.5,0.19,0.42,0.5,0.2,0.45,0.6,0.2,0.5,0.6
"St Arnaud",7.1,0,0.2,0.44,0.3,0.23,0.5,0.4,0.26,0.56,0.4,0.28,0.6,0.5,0.28,0.63,0.6,0.29,0.67,0.6
"Murchison",6.9,"n/a",0.18,0.39,0.3,0.21,0.44,0.4,0.23,0.5,0.4,0.25,0.55,0.5,0.25,0.58,0.6,0.26,0.62,0.6
"Ward",7.2,5,0.31,0.67,0.3,0.35,0.74,0.4,0.38,0.79,0.4,0.39,0.81,0.5,0.39,0.82,0.6,0.38,0.83,0.7
"Reefton",6.9,"n/a",0.17,0.36,0.3,0.2,0.42,0.4,0.22,0.47,0.4,0.23,0.52,0.5,0.24,0.55,0.6,0.25,0.59,0.7
"Springs Junction",7.1,2,0.22,0.47,0.3,0.25,0.53,0.4,0.28,0.59,0.4,0.29,0.63,0.5,0.29,0.66,0.6,0.3,0.69,0.7
"Runanga",7.1,"n/a",0.13,0.27,0.3,0.15,0.32,0.4,0.17,0.37,0.5,0.18,0.41,0.6,0.19,0.45,0.6,0.2,0.49,0.7
"Kaikoura",7.2,6,0.24,0.53,0.3,0.28,0.59,0.4,0.31,0.65,0.4,0.32,0.68,0.5,0.32,0.7,0.6,0.32,0.72,0.7
"Greymouth",7.1,"n/a",0.13,0.28,0.3,0.15,0.33,0.4,0.17,0.38,0.5,0.19,0.43,0.5,0.2,0.46,0.6,0.21,0.5,0.7
"Hanmer Springs",6.9,4,0.29,0.64,0.3,0.33,0.71,0.3,0.36,0.77,0.4,0.38,0.8,0.5,0.37,0.82,0.6,0.37,0.83,0.7
"Hokitika",7.1,"n/a",0.15,0.31,0.3,0.17,0.36,0.4,0.19,0.41,0.5,0.21,0.46,0.5,0.21,0.49,0.6,0.22,0.53,0.7
"Cheviot",6.9,"n/a",0.19,0.41,0.3,0.22,0.47,0.4,0.24,0.52,0.4,0.26,0.57,0.5,0.26,0.6,0.6,0.27,0.64,0.6
