"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Ruakaka",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Dargaville",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Waipu",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Mangawhai Heads",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Wellsford",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Warkworth",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Snells Beach",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Hibiscus Coast",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Parakai",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Helensville",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Coromandel",6.4,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Riverhead",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Kumeu-Huapai",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Waimauku",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Waiheke West",6.3,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Whitianga",6.5,"n/a",0.03,0.06,0.4,0.03,0.07,0.5,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Muriwai",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Auckland",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Maraetai",6.3,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Beachlands-Pine Harbour",6.3,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Manukau City",6.2,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Tairua",6.6,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.7,0.05,0.12,0.7,0.06,0.15,0.7
"Pauanui",6.7,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.7,0.05,0.12,0.7,0.06,0.15,0.7
"Clarks Beach",6.3,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Thames",6.6,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.6,0.05,0.12,0.7,0.06,0.15,0.7
"Patumahoe",6.4,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Pukekohe",6.4,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Whangamata",6.7,"n/a",0.03,0.06,0.5,0.04,0.08,0.5,0.04,0.1,0.6,0.05,0.12,0.7,0.05,0.13,0.7,0.06,0.16,0.7
"Pokeno",6.4,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Waiuku",6.4,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Tuakau",6.4,"n/a",0.03,0.06,0.4,0.03,0.07,0.4,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.6
"Ngatea",6.6,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.6,0.05,0.12,0.7,0.06,0.15,0.7
"Paeroa",6.7,"n/a",0.03,0.06,0.5,0.03,0.07,0.6,0.04,0.09,0.6,0.05,0.12,0.7,0.05,0.13,0.7,0.06,0.16,0.8
"Waihi",6.7,"n/a",0.03,0.06,0.5,0.04,0.08,0.5,0.04,0.1,0.6,0.05,0.13,0.7,0.06,0.14,0.7,0.06,0.17,0.7
"Te Kauwhata",6.6,"n/a",0.03,0.06,0.4,0.03,0.07,0.5,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.12,0.6,0.06,0.15,0.7
"Waihi Beach-Bowentown",6.8,"n/a",0.04,0.07,0.5,0.04,0.09,0.5,0.05,0.11,0.6,0.06,0.14,0.6,0.06,0.16,0.7,0.07,0.19,0.7
"Te Aroha",6.8,"n/a",0.03,0.06,0.5,0.04,0.08,0.5,0.04,0.1,0.6,0.05,0.12,0.7,0.06,0.14,0.7,0.06,0.17,0.7
"Huntly",6.6,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.6,0.05,0.12,0.7,0.06,0.15,0.7
"Katikati",6.8,"n/a",0.04,0.07,0.5,0.04,0.09,0.5,0.05,0.11,0.6,0.06,0.14,0.6,0.06,0.16,0.7,0.07,0.19,0.7
"Omokoroa",6.8,"n/a",0.04,0.08,0.4,0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.07,0.18,0.6,0.08,0.21,0.7
"Mount Maunganui",6.7,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.15,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.24,0.7
"Morrinsville",6.8,"n/a",0.03,0.06,0.5,0.04,0.08,0.6,0.04,0.1,0.6,0.05,0.12,0.7,0.05,0.14,0.7,0.06,0.16,0.8
"Ngaruawahia",6.6,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.7,0.05,0.12,0.7,0.06,0.15,0.7
"Tauranga",6.7,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.15,0.5,0.08,0.18,0.6,0.08,0.2,0.6,0.09,0.24,0.7
"Te Puke",6.6,"n/a",0.06,0.12,0.4,0.07,0.15,0.4,0.08,0.18,0.5,0.09,0.22,0.6,0.1,0.24,0.6,0.11,0.28,0.6
"Hamilton",6.7,"n/a",0.03,0.06,0.5,0.03,0.07,0.6,0.04,0.09,0.6,0.05,0.11,0.7,0.05,0.13,0.7,0.06,0.15,0.8
"Raglan",6.6,"n/a",0.03,0.06,0.5,0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.6,0.05,0.12,0.7,0.06,0.15,0.7
"Matamata",6.8,"n/a",0.04,0.08,0.5,0.04,0.09,0.5,0.05,0.12,0.6,0.06,0.14,0.7,0.06,0.16,0.7,0.07,0.19,0.7
"Cambridge",6.8,"n/a",0.03,0.07,0.5,0.04,0.08,0.6,0.05,0.1,0.6,0.05,0.13,0.7,0.06,0.14,0.7,0.06,0.17,0.8
"Ruatoria",6.8,"n/a",0.13,0.28,0.3,0.15,0.32,0.3,0.17,0.37,0.4,0.18,0.4,0.4,0.19,0.43,0.5,0.2,0.46,0.5
"Whakatane",6.6,"n/a",0.14,0.3,0.3,0.16,0.35,0.3,0.18,0.39,0.4,0.2,0.44,0.4,0.2,0.46,0.5,0.21,0.5,0.5
"Edgecumbe",6.4,"n/a",0.11,0.25,0.3,0.13,0.29,0.3,0.15,0.33,0.4,0.17,0.38,0.5,0.17,0.4,0.5,0.18,0.45,0.6
"Ohope",6.6,"n/a",0.14,0.3,0.3,0.16,0.35,0.3,0.18,0.4,0.4,0.2,0.44,0.4,0.21,0.47,0.5,0.21,0.5,0.5
"Pirongia",6.8,"n/a",0.03,0.06,0.5,0.04,0.08,0.6,0.04,0.1,0.6,0.05,0.12,0.7,0.05,0.13,0.7,0.06,0.16,0.8
"Te Awamutu",6.8,"n/a",0.03,0.06,0.5,0.04,0.08,0.6,0.04,0.1,0.6,0.05,0.12,0.7,0.06,0.14,0.7,0.06,0.17,0.8
"Opotiki",6.6,"n/a",0.14,0.3,0.3,0.16,0.35,0.3,0.18,0.4,0.4,0.2,0.44,0.4,0.21,0.46,0.5,0.21,0.5,0.5
"Kihikihi",6.8,"n/a",0.03,0.07,0.5,0.04,0.08,0.6,0.05,0.1,0.6,0.05,0.13,0.7,0.06,0.14,0.7,0.06,0.17,0.8
"Putaruru",6.9,"n/a",0.04,0.08,0.5,0.05,0.1,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.07,0.18,0.7,0.08,0.21,0.7
"Ngongotaha",6.8,"n/a",0.06,0.13,0.4,0.07,0.15,0.5,0.08,0.19,0.5,0.09,0.22,0.6,0.1,0.25,0.6,0.11,0.28,0.7
"Kawerau",6.5,"n/a",0.1,0.21,0.3,0.12,0.25,0.4,0.13,0.29,0.4,0.14,0.33,0.5,0.15,0.36,0.5,0.16,0.4,0.6
"Rotorua",6.7,"n/a",0.07,0.13,0.4,0.08,0.16,0.4,0.09,0.2,0.5,0.1,0.23,0.6,0.11,0.26,0.6,0.11,0.3,0.6
"Otorohanga",6.8,"n/a",0.03,0.07,0.5,0.04,0.08,0.6,0.05,0.1,0.6,0.05,0.13,0.7,0.06,0.15,0.7,0.06,0.17,0.8
"Tokoroa",6.9,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.15,0.6,0.08,0.18,0.6,0.08,0.21,0.6,0.09,0.24,0.7
"Te Kuiti",6.9,"n/a",0.03,0.07,0.5,0.04,0.09,0.6,0.05,0.11,0.6,0.06,0.13,0.7,0.06,0.15,0.7,0.07,0.18,0.8
"Mangakino",6.9,"n/a",0.05,0.1,0.4,0.06,0.13,0.5,0.07,0.15,0.6,0.08,0.19,0.6,0.08,0.21,0.6,0.09,0.24,0.7
"Murupara",6.8,"n/a",0.11,0.24,0.3,0.13,0.28,0.3,0.15,0.32,0.4,0.16,0.36,0.5,0.17,0.39,0.5,0.18,0.43,0.6
"Gisborne",6.8,"n/a",0.14,0.32,0.3,0.17,0.36,0.3,0.19,0.41,0.4,0.21,0.44,0.4,0.21,0.47,0.5,0.22,0.5,0.5
"Taupo",6.8,"n/a",0.08,0.16,0.4,0.09,0.19,0.4,0.11,0.23,0.5,0.12,0.27,0.5,0.12,0.29,0.6,0.13,0.33,0.6
"Taumarunui",6.9,"n/a",0.05,0.11,0.4,0.06,0.13,0.5,0.07,0.16,0.5,0.08,0.19,0.6,0.09,0.22,0.6,0.1,0.25,0.7
"Turangi",6.8,"n/a",0.1,0.23,0.3,0.12,0.26,0.4,0.14,0.3,0.4,0.15,0.35,0.5,0.16,0.37,0.5,0.17,0.41,0.6
"Waitara",6.8,"n/a",0.03,0.07,0.5,0.04,0.09,0.5,0.05,0.11,0.6,0.05,0.13,0.7,0.06,0.15,0.7,0.07,0.18,0.7
"Wairoa",6.9,"n/a",0.13,0.29,0.3,0.15,0.33,0.3,0.17,0.38,0.4,0.19,0.41,0.4,0.2,0.44,0.5,0.21,0.47,0.5
"New Plymouth",6.7,"n/a",0.03,0.07,0.5,0.04,0.08,0.5,0.05,0.1,0.6,0.05,0.13,0.7,0.06,0.15,0.7,0.06,0.17,0.7
"Oakura (New Plymouth District)",6.7,"n/a",0.03,0.07,0.5,0.04,0.08,0.5,0.05,0.1,0.6,0.05,0.13,0.7,0.06,0.14,0.7,0.06,0.17,0.7
"Inglewood",6.8,"n/a",0.04,0.07,0.5,0.04,0.09,0.5,0.05,0.11,0.6,0.06,0.14,0.7,0.06,0.16,0.7,0.07,0.19,0.7
"Stratford",6.9,"n/a",0.04,0.09,0.5,0.05,0.11,0.5,0.06,0.13,0.6,0.07,0.16,0.6,0.07,0.18,0.7,0.08,0.21,0.7
"Ohakune",7.0,"n/a",0.1,0.22,0.3,0.12,0.25,0.4,0.13,0.29,0.4,0.15,0.33,0.5,0.16,0.36,0.5,0.17,0.4,0.6
"Raetihi",6.9,"n/a",0.1,0.21,0.3,0.11,0.24,0.4,0.13,0.28,0.4,0.14,0.32,0.5,0.15,0.35,0.5,0.16,0.39,0.6
"Eltham",6.9,"n/a",0.05,0.09,0.5,0.05,0.11,0.5,0.06,0.14,0.6,0.07,0.17,0.6,0.08,0.19,0.7,0.08,0.22,0.7
"Opunake",6.8,"n/a",0.04,0.08,0.5,0.05,0.1,0.5,0.05,0.12,0.6,0.06,0.15,0.7,0.07,0.17,0.7,0.07,0.2,0.7
"Waiouru",7.0,"n/a",0.11,0.24,0.3,0.13,0.28,0.4,0.15,0.32,0.4,0.16,0.36,0.5,0.17,0.39,0.5,0.18,0.43,0.6
"Napier",7.0,"n/a",0.14,0.31,0.3,0.16,0.35,0.3,0.19,0.4,0.4,0.2,0.44,0.5,0.21,0.46,0.5,0.22,0.5,0.6
"Clive",7.0,"n/a",0.15,0.32,0.3,0.17,0.36,0.3,0.19,0.41,0.4,0.21,0.45,0.5,0.22,0.48,0.5,0.22,0.51,0.6
"Hawera",6.9,"n/a",0.05,0.1,0.4,0.06,0.12,0.5,0.07,0.15,0.6,0.08,0.18,0.6,0.08,0.2,0.7,0.09,0.23,0.7
"Hastings",7.0,"n/a",0.15,0.33,0.3,0.17,0.37,0.3,0.2,0.42,0.4,0.21,0.46,0.5,0.22,0.48,0.5,0.23,0.52,0.6
"Taihape",7.0,"n/a",0.12,0.27,0.3,0.14,0.31,0.4,0.16,0.35,0.4,0.18,0.39,0.5,0.19,0.42,0.5,0.2,0.46,0.6
"Havelock North",6.9,"n/a",0.15,0.33,0.3,0.18,0.38,0.3,0.2,0.43,0.4,0.21,0.46,0.5,0.22,0.49,0.5,0.23,0.52,0.6
"Patea",6.9,"n/a",0.06,0.12,0.4,0.07,0.15,0.5,0.08,0.18,0.5,0.09,0.22,0.6,0.1,0.24,0.6,0.11,0.28,0.7
"Whanganui",6.9,"n/a",0.11,0.25,0.3,0.13,0.29,0.4,0.15,0.33,0.4,0.17,0.37,0.5,0.17,0.4,0.5,0.18,0.43,0.6
"Waipawa",7.0,"n/a",0.17,0.37,0.3,0.19,0.41,0.3,0.22,0.46,0.4,0.23,0.5,0.5,0.24,0.52,0.5,0.25,0.55,0.6
"Waipukurau",7.0,"n/a",0.17,0.37,0.3,0.2,0.42,0.3,0.22,0.47,0.4,0.23,0.51,0.5,0.24,0.53,0.5,0.25,0.56,0.6
"Marton",7.0,"n/a",0.13,0.29,0.3,0.16,0.33,0.3,0.18,0.38,0.4,0.19,0.42,0.5,0.2,0.44,0.5,0.21,0.48,0.6
"Bulls",7.0,"n/a",0.14,0.31,0.3,0.16,0.35,0.3,0.18,0.4,0.4,0.2,0.44,0.5,0.21,0.46,0.5,0.22,0.5,0.6
"Dannevirke",7.1,"n/a",0.18,0.38,0.3,0.2,0.43,0.3,0.23,0.48,0.4,0.24,0.52,0.5,0.25,0.54,0.5,0.25,0.57,0.6
"Feilding",7.1,"n/a",0.15,0.32,0.3,0.17,0.37,0.3,0.19,0.41,0.4,0.21,0.45,0.5,0.22,0.48,0.5,0.22,0.51,0.6
"Ashhurst",7.1,7,0.16,0.36,0.3,0.19,0.4,0.3,0.21,0.45,0.4,0.23,0.49,0.5,0.23,0.51,0.5,0.24,0.54,0.6
"Woodville",7.1,6,0.17,0.38,0.3,0.2,0.43,0.3,0.22,0.48,0.4,0.24,0.51,0.5,0.25,0.54,0.5,0.25,0.57,0.6
"Palmerston North",7.1,6,0.16,0.35,0.3,0.19,0.4,0.3,0.21,0.45,0.4,0.22,0.48,0.5,0.23,0.51,0.5,0.24,0.54,0.6
"Pahiatua",7.1,7,0.18,0.4,0.3,0.21,0.45,0.3,0.23,0.5,0.4,0.25,0.53,0.5,0.26,0.55,0.5,0.26,0.58,0.6
"Foxton Beach",7.1,"n/a",0.16,0.34,0.3,0.18,0.38,0.3,0.2,0.43,0.4,0.22,0.47,0.5,0.22,0.5,0.5,0.23,0.53,0.6
"Foxton",7.1,"n/a",0.16,0.34,0.3,0.18,0.39,0.3,0.21,0.44,0.4,0.22,0.48,0.5,0.23,0.5,0.5,0.24,0.54,0.6
"Shannon",7.1,15,0.17,0.37,0.3,0.19,0.41,0.3,0.22,0.46,0.4,0.23,0.5,0.5,0.24,0.52,0.5,0.25,0.55,0.6
"Levin",7.2,18,0.17,0.37,0.3,0.2,0.42,0.3,0.22,0.46,0.4,0.23,0.5,0.5,0.24,0.53,0.5,0.25,0.56,0.6
"Otaki Beach",7.2,"n/a",0.17,0.37,0.3,0.2,0.42,0.3,0.22,0.47,0.4,0.23,0.5,0.5,0.24,0.53,0.5,0.25,0.56,0.6
"Otaki",7.2,"n/a",0.17,0.37,0.3,0.2,0.42,0.3,0.22,0.47,0.4,0.24,0.51,0.5,0.24,0.53,0.5,0.25,0.56,0.6
"Waikanae",7.2,"n/a",0.17,0.38,0.3,0.2,0.43,0.3,0.22,0.48,0.4,0.24,0.51,0.5,0.25,0.54,0.5,0.25,0.57,0.6
"Takaka",7.0,"n/a",0.08,0.16,0.3,0.09,0.19,0.4,0.1,0.22,0.5,0.11,0.26,0.5,0.12,0.28,0.6,0.13,0.32,0.6
"Paraparaumu",7.2,18,0.18,0.38,0.3,0.2,0.43,0.3,0.23,0.48,0.4,0.24,0.52,0.5,0.25,0.54,0.5,0.25,0.57,0.6
"Masterton",7.2,6,0.2,0.44,0.3,0.23,0.49,0.3,0.26,0.54,0.4,0.27,0.57,0.5,0.28,0.59,0.5,0.28,0.61,0.6
"Paekakariki",7.2,16,0.18,0.39,0.3,0.21,0.44,0.3,0.23,0.49,0.4,0.24,0.52,0.5,0.25,0.54,0.5,0.26,0.57,0.6
"Carterton",7.2,4,0.2,0.44,0.3,0.23,0.49,0.3,0.26,0.54,0.4,0.27,0.57,0.5,0.28,0.59,0.5,0.28,0.61,0.6
"Greytown",7.2,4,0.2,0.44,0.3,0.23,0.49,0.3,0.26,0.54,0.4,0.27,0.57,0.5,0.28,0.58,0.5,0.28,0.61,0.6
"Porirua",7.2,6,0.18,0.4,0.3,0.21,0.45,0.3,0.23,0.5,0.4,0.25,0.53,0.5,0.26,0.55,0.5,0.26,0.58,0.6
"Featherston",7.2,0,0.2,0.43,0.3,0.23,0.48,0.3,0.25,0.53,0.4,0.27,0.57,0.5,0.27,0.58,0.5,0.28,0.6,0.6
"Motueka",7.1,"n/a",0.09,0.19,0.3,0.11,0.23,0.4,0.12,0.26,0.4,0.13,0.3,0.5,0.14,0.33,0.6,0.15,0.37,0.6
"Upper Hutt",7.2,0,0.19,0.42,0.3,0.22,0.47,0.3,0.25,0.52,0.4,0.26,0.55,0.5,0.27,0.57,0.5,0.27,0.59,0.6
"Lower Hutt",7.2,0,0.19,0.41,0.3,0.22,0.46,0.3,0.24,0.51,0.4,0.26,0.55,0.5,0.26,0.57,0.5,0.27,0.59,0.6
"Martinborough",7.3,16,0.2,0.42,0.3,0.23,0.47,0.3,0.25,0.52,0.4,0.26,0.56,0.5,0.27,0.57,0.5,0.27,0.6,0.6
"Mapua",7.0,"n/a",0.1,0.21,0.3,0.12,0.25,0.4,0.13,0.29,0.4,0.15,0.33,0.5,0.16,0.36,0.5,0.17,0.4,0.6
"Wainuiomata",7.2,0,0.19,0.41,0.3,0.22,0.46,0.3,0.24,0.51,0.4,0.26,0.55,0.5,0.26,0.57,0.5,0.27,0.59,0.6
"Nelson",7.1,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.31,0.4,0.16,0.35,0.5,0.17,0.38,0.5,0.18,0.42,0.6
"Picton",7.0,"n/a",0.15,0.33,0.3,0.18,0.38,0.3,0.2,0.43,0.4,0.22,0.47,0.5,0.22,0.49,0.5,0.23,0.53,0.6
"Wellington CBD",7.2,0,0.19,0.41,0.3,0.22,0.46,0.3,0.24,0.51,0.4,0.26,0.55,0.5,0.26,0.57,0.5,0.27,0.59,0.6
"Wellington",7.2,0,0.19,0.41,0.3,0.22,0.46,0.3,0.24,0.51,0.4,0.26,0.55,0.5,0.26,0.57,0.5,0.27,0.59,0.6
"Eastbourne",7.2,0,0.19,0.41,0.3,0.22,0.46,0.3,0.24,0.51,0.4,0.26,0.55,0.5,0.26,0.57,0.5,0.27,0.59,0.6
"Richmond",7.0,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.31,0.4,0.16,0.36,0.5,0.17,0.38,0.5,0.18,0.42,0.6
"Hope",7.0,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.31,0.4,0.16,0.36,0.5,0.17,0.38,0.5,0.18,0.43,0.6
"Brightwater",7.0,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.31,0.4,0.16,0.35,0.5,0.17,0.38,0.5,0.18,0.42,0.6
"Wakefield",7.0,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.31,0.4,0.16,0.35,0.5,0.17,0.38,0.5,0.18,0.42,0.6
"Renwick",7.0,"n/a",0.16,0.34,0.3,0.18,0.39,0.3,0.21,0.44,0.4,0.22,0.48,0.5,0.23,0.5,0.5,0.23,0.54,0.6
"Blenheim",7.0,11,0.17,0.36,0.3,0.19,0.41,0.3,0.22,0.46,0.4,0.23,0.5,0.5,0.24,0.52,0.5,0.24,0.56,0.6
"Seddon",6.9,5,0.19,0.41,0.3,0.22,0.47,0.3,0.24,0.52,0.4,0.26,0.56,0.5,0.26,0.58,0.5,0.27,0.61,0.6
"Westport",6.7,"n/a",0.08,0.18,0.3,0.1,0.21,0.4,0.11,0.24,0.4,0.12,0.28,0.5,0.13,0.31,0.5,0.14,0.35,0.6
"St Arnaud",6.9,0,0.13,0.29,0.3,0.15,0.33,0.3,0.17,0.38,0.4,0.19,0.42,0.5,0.2,0.45,0.5,0.21,0.49,0.6
"Murchison",6.8,"n/a",0.12,0.25,0.3,0.14,0.29,0.3,0.16,0.34,0.4,0.17,0.38,0.5,0.18,0.41,0.5,0.19,0.45,0.6
"Ward",6.9,5,0.2,0.43,0.3,0.23,0.48,0.3,0.25,0.53,0.4,0.26,0.57,0.5,0.27,0.59,0.5,0.27,0.62,0.6
"Reefton",6.8,"n/a",0.11,0.23,0.3,0.13,0.27,0.4,0.14,0.32,0.4,0.16,0.36,0.5,0.17,0.39,0.5,0.18,0.43,0.6
"Springs Junction",6.8,2,0.14,0.29,0.3,0.16,0.34,0.3,0.18,0.39,0.4,0.2,0.43,0.5,0.2,0.46,0.5,0.21,0.5,0.6
"Runanga",6.9,"n/a",0.08,0.17,0.3,0.1,0.2,0.4,0.11,0.23,0.4,0.12,0.28,0.5,0.13,0.3,0.6,0.13,0.34,0.6
"Kaikoura",6.9,6,0.15,0.33,0.3,0.18,0.38,0.3,0.2,0.42,0.4,0.21,0.46,0.5,0.22,0.49,0.5,0.23,0.53,0.6
"Greymouth",6.9,"n/a",0.08,0.17,0.3,0.1,0.2,0.4,0.11,0.24,0.4,0.12,0.28,0.5,0.13,0.31,0.5,0.14,0.35,0.6
"Hanmer Springs",6.6,4,0.19,0.42,0.3,0.22,0.47,0.3,0.25,0.53,0.4,0.26,0.57,0.5,0.26,0.59,0.5,0.27,0.62,0.6
"Hokitika",6.8,"n/a",0.09,0.19,0.3,0.1,0.22,0.4,0.12,0.26,0.4,0.13,0.3,0.5,0.14,0.32,0.5,0.15,0.37,0.6
"Cheviot",6.7,"n/a",0.12,0.27,0.3,0.14,0.31,0.3,0.16,0.36,0.4,0.18,0.4,0.5,0.19,0.43,0.5,0.2,0.47,0.6
