"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Snells Beach",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Hibiscus Coast",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Parakai",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Helensville",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Coromandel",6.5,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Riverhead",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Kumeu-Huapai",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Waimauku",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Waiheke West",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Whitianga",6.6,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Muriwai",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Auckland",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Maraetai",6.4,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Beachlands-Pine Harbour",6.4,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Manukau City",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Tairua",6.8,">20",0.19,0.42,0.4,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Pauanui",6.8,">20",0.19,0.42,0.4,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Clarks Beach",6.3,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Thames",6.8,">20",0.19,0.42,0.4,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Patumahoe",6.4,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Pukekohe",6.5,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Whangamata",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.7,0.28,0.7,0.9
"Pokeno",6.5,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Waiuku",6.4,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Tuakau",6.5,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Ngatea",6.8,">20",0.19,0.42,0.4,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Paeroa",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Waihi",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Te Kauwhata",6.6,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Waihi Beach-Bowentown",7.1,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.73,0.9
"Te Aroha",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Huntly",6.7,">20",0.19,0.42,0.4,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Katikati",7.2,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.56,0.6,0.27,0.63,0.7,0.28,0.67,0.8,0.29,0.75,0.9
"Omokoroa",7.2,">20",0.21,0.45,0.4,0.25,0.53,0.5,0.27,0.62,0.6,0.29,0.69,0.7,0.3,0.73,0.8,0.31,0.8,0.9
"Mount Maunganui",7.2,">20",0.24,0.52,0.4,0.28,0.61,0.5,0.31,0.69,0.6,0.33,0.77,0.7,0.33,0.81,0.8,0.34,0.87,0.9
"Morrinsville",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Ngaruawahia",6.7,">20",0.19,0.42,0.4,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Tauranga",7.2,">20",0.24,0.52,0.4,0.28,0.61,0.5,0.31,0.69,0.6,0.33,0.77,0.7,0.33,0.81,0.8,0.34,0.87,0.9
"Te Puke",7.2,">20",0.3,0.64,0.4,0.34,0.74,0.5,0.37,0.83,0.6,0.39,0.89,0.7,0.39,0.93,0.7,0.39,0.98,0.9
"Hamilton",6.9,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.7,0.28,0.7,0.9
"Raglan",6.6,">20",0.19,0.42,0.3,0.22,0.48,0.4,0.25,0.55,0.5,0.27,0.61,0.6,0.28,0.65,0.7,0.28,0.7,0.8
"Matamata",7.2,">20",0.2,0.43,0.4,0.24,0.51,0.5,0.26,0.59,0.6,0.28,0.66,0.7,0.29,0.71,0.8,0.3,0.78,0.9
"Cambridge",7.1,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Ruatoria",7.7,">20",0.82,1.84,0.3,0.88,1.86,0.4,0.88,1.78,0.5,0.83,1.66,0.6,0.79,1.57,0.6,0.74,1.49,0.8
"Whakatane",7.2,">20",0.66,1.49,0.3,0.73,1.6,0.4,0.76,1.62,0.5,0.74,1.59,0.6,0.71,1.54,0.8,0.67,1.5,1.0
"Edgecumbe",7.2,">20",0.59,1.33,0.3,0.66,1.45,0.4,0.69,1.49,0.5,0.68,1.48,0.6,0.65,1.44,0.8,0.62,1.42,1.0
"Ohope",7.3,">20",0.66,1.49,0.3,0.73,1.6,0.4,0.76,1.62,0.5,0.74,1.58,0.6,0.71,1.54,0.7,0.67,1.49,1.0
"Pirongia",6.9,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.7,0.28,0.7,0.9
"Te Awamutu",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Opotiki",7.4,">20",0.66,1.5,0.3,0.73,1.59,0.4,0.76,1.6,0.5,0.74,1.56,0.6,0.71,1.52,0.7,0.67,1.48,0.9
"Kihikihi",7.0,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.7,0.9
"Putaruru",7.3,">20",0.22,0.48,0.4,0.26,0.56,0.5,0.29,0.64,0.6,0.31,0.71,0.7,0.31,0.76,0.8,0.32,0.83,0.9
"Ngongotaha",7.3,">20",0.33,0.72,0.4,0.38,0.83,0.5,0.41,0.91,0.6,0.43,0.97,0.7,0.42,0.99,0.8,0.42,1.03,0.9
"Kawerau",7.3,">20",0.55,1.24,0.3,0.62,1.36,0.4,0.65,1.4,0.5,0.64,1.4,0.7,0.62,1.36,0.8,0.58,1.35,1.0
"Rotorua",7.2,">20",0.37,0.81,0.4,0.42,0.92,0.5,0.45,0.99,0.6,0.46,1.04,0.7,0.46,1.06,0.8,0.45,1.09,0.9
"Otorohanga",7.1,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.65,0.8,0.28,0.71,0.9
"Tokoroa",7.3,">20",0.26,0.57,0.4,0.3,0.66,0.5,0.33,0.74,0.6,0.35,0.81,0.7,0.36,0.85,0.8,0.36,0.91,0.9
"Te Kuiti",7.1,">20",0.19,0.42,0.4,0.22,0.48,0.5,0.25,0.55,0.6,0.27,0.61,0.7,0.28,0.66,0.8,0.28,0.73,0.9
"Mangakino",7.3,">20",0.27,0.59,0.4,0.31,0.68,0.5,0.34,0.76,0.6,0.36,0.83,0.7,0.37,0.87,0.8,0.37,0.92,0.9
"Murupara",7.5,">20",0.56,1.27,0.3,0.63,1.36,0.4,0.65,1.39,0.5,0.65,1.38,0.6,0.63,1.37,0.7,0.6,1.35,0.9
"Gisborne",7.7,">20",0.93,2.07,0.3,0.98,2.08,0.4,0.97,1.96,0.5,0.91,1.8,0.6,0.86,1.69,0.7,0.79,1.58,0.9
"Taupo",7.3,">20",0.45,1.0,0.3,0.5,1.1,0.4,0.53,1.15,0.5,0.54,1.18,0.6,0.53,1.18,0.8,0.51,1.19,0.9
"Taumarunui",7.3,">20",0.28,0.61,0.4,0.32,0.69,0.5,0.35,0.77,0.6,0.37,0.83,0.7,0.37,0.87,0.7,0.38,0.92,0.9
"Turangi",7.3,">20",0.53,1.2,0.3,0.59,1.29,0.4,0.62,1.33,0.5,0.62,1.33,0.6,0.6,1.33,0.7,0.58,1.31,0.9
"Waitara",7.0,">20",0.2,0.42,0.4,0.23,0.49,0.5,0.25,0.57,0.6,0.27,0.63,0.7,0.28,0.68,0.8,0.29,0.74,0.9
"Wairoa",7.7,">20",0.79,1.77,0.3,0.85,1.81,0.4,0.85,1.75,0.5,0.82,1.65,0.6,0.78,1.57,0.7,0.73,1.5,0.9
"New Plymouth",6.9,">20",0.2,0.43,0.4,0.23,0.51,0.5,0.26,0.58,0.6,0.28,0.65,0.7,0.29,0.69,0.8,0.29,0.75,0.9
"Oakura (New Plymouth District)",6.9,">20",0.21,0.45,0.4,0.24,0.53,0.5,0.27,0.6,0.6,0.29,0.67,0.7,0.3,0.71,0.8,0.3,0.76,0.9
"Inglewood",7.0,">20",0.23,0.49,0.4,0.26,0.57,0.5,0.29,0.65,0.6,0.31,0.71,0.7,0.31,0.75,0.8,0.32,0.81,0.9
"Stratford",7.2,">20",0.24,0.51,0.4,0.27,0.6,0.5,0.3,0.67,0.6,0.32,0.74,0.7,0.33,0.78,0.8,0.33,0.84,0.9
"Ohakune",7.4,">20",0.51,1.14,0.3,0.56,1.22,0.4,0.59,1.27,0.5,0.59,1.28,0.6,0.59,1.28,0.7,0.57,1.28,0.8
"Raetihi",7.4,">20",0.49,1.1,0.3,0.54,1.19,0.4,0.57,1.23,0.5,0.58,1.25,0.6,0.57,1.25,0.6,0.56,1.25,0.8
"Eltham",7.3,">20",0.24,0.53,0.4,0.28,0.61,0.5,0.31,0.69,0.6,0.33,0.76,0.7,0.34,0.8,0.8,0.34,0.86,0.9
"Opunake",7.0,">20",0.27,0.57,0.4,0.31,0.66,0.5,0.34,0.74,0.6,0.35,0.79,0.7,0.35,0.82,0.8,0.35,0.87,1.0
"Waiouru",7.5,">20",0.57,1.29,0.3,0.63,1.36,0.4,0.65,1.39,0.5,0.65,1.38,0.6,0.64,1.37,0.7,0.61,1.36,0.8
"Napier",7.7,">20",0.89,2.0,0.3,0.95,2.01,0.4,0.94,1.91,0.5,0.89,1.76,0.6,0.84,1.66,0.7,0.77,1.56,1.0
"Clive",7.8,">20",0.94,2.09,0.3,0.99,2.09,0.4,0.98,1.98,0.5,0.92,1.81,0.6,0.86,1.71,0.8,0.79,1.59,1.0
"Hawera",7.3,">20",0.26,0.57,0.4,0.3,0.65,0.5,0.33,0.73,0.6,0.35,0.8,0.7,0.36,0.84,0.8,0.36,0.89,0.9
"Hastings",7.8,">20",0.95,2.13,0.3,1.01,2.13,0.4,1.0,2.01,0.5,0.93,1.84,0.6,0.88,1.73,0.8,0.8,1.61,1.0
"Taihape",7.6,">20",0.67,1.51,0.3,0.73,1.58,0.4,0.75,1.57,0.5,0.74,1.53,0.6,0.71,1.49,0.7,0.68,1.45,0.9
"Havelock North",7.8,">20",0.97,2.16,0.3,1.02,2.16,0.4,1.01,2.03,0.5,0.94,1.85,0.6,0.88,1.74,0.8,0.81,1.62,1.0
"Patea",7.4,">20",0.34,0.76,0.4,0.39,0.84,0.4,0.42,0.91,0.5,0.43,0.96,0.6,0.44,0.98,0.7,0.43,1.01,0.9
"Whanganui",7.4,">20",0.58,1.3,0.3,0.63,1.38,0.4,0.66,1.4,0.5,0.66,1.39,0.6,0.64,1.37,0.7,0.62,1.36,0.8
"Waipawa",7.8,">20",1.07,2.4,0.3,1.12,2.37,0.4,1.1,2.2,0.5,1.02,1.98,0.6,0.95,1.85,0.8,0.86,1.7,1.1
"Waipukurau",7.8,">20",1.11,2.47,0.3,1.15,2.44,0.4,1.12,2.25,0.5,1.04,2.01,0.6,0.97,1.87,0.8,0.87,1.72,1.1
"Marton",7.5,">20",0.72,1.62,0.3,0.78,1.68,0.4,0.79,1.66,0.5,0.77,1.59,0.6,0.74,1.55,0.7,0.7,1.49,0.9
"Bulls",7.6,">20",0.77,1.74,0.3,0.83,1.79,0.4,0.84,1.75,0.5,0.81,1.67,0.6,0.78,1.61,0.7,0.73,1.53,0.9
"Dannevirke",7.8,">20",1.12,2.52,0.3,1.17,2.48,0.4,1.14,2.29,0.5,1.05,2.05,0.7,0.98,1.9,0.8,0.89,1.75,1.1
"Feilding",7.7,">20",0.86,1.94,0.3,0.92,1.97,0.4,0.92,1.89,0.5,0.88,1.77,0.6,0.83,1.68,0.8,0.77,1.59,1.0
"Ashhurst",7.8,7,1.03,2.31,0.3,1.08,2.31,0.4,1.07,2.16,0.5,1.0,1.96,0.7,0.93,1.84,0.8,0.85,1.7,1.1
"Woodville",7.8,6,1.12,2.53,0.3,1.18,2.51,0.4,1.15,2.31,0.5,1.06,2.07,0.7,0.99,1.92,0.9,0.89,1.77,1.2
"Palmerston North",7.8,6,0.99,2.22,0.3,1.04,2.23,0.4,1.03,2.1,0.5,0.97,1.92,0.7,0.91,1.81,0.8,0.83,1.68,1.1
"Pahiatua",7.8,7,1.16,2.62,0.3,1.21,2.57,0.4,1.18,2.36,0.5,1.09,2.11,0.7,1.01,1.95,0.9,0.91,1.79,1.2
"Foxton Beach",7.7,">20",0.88,1.98,0.3,0.94,2.01,0.4,0.94,1.93,0.5,0.89,1.8,0.6,0.85,1.71,0.8,0.79,1.62,1.0
"Foxton",7.7,">20",0.91,2.06,0.3,0.97,2.08,0.4,0.97,1.99,0.5,0.92,1.84,0.6,0.87,1.74,0.8,0.8,1.64,1.0
"Shannon",7.8,15,1.03,2.33,0.3,1.09,2.32,0.4,1.07,2.17,0.5,1.0,1.98,0.7,0.94,1.85,0.8,0.85,1.71,1.1
"Levin",7.8,18,1.03,2.32,0.3,1.08,2.32,0.4,1.07,2.17,0.5,1.0,1.98,0.7,0.94,1.85,0.8,0.85,1.72,1.1
"Otaki Beach",7.8,">20",1.04,2.35,0.3,1.1,2.34,0.4,1.08,2.19,0.5,1.01,1.99,0.7,0.94,1.86,0.8,0.86,1.72,1.1
"Otaki",7.8,">20",1.05,2.38,0.3,1.11,2.36,0.4,1.09,2.21,0.5,1.02,2.0,0.7,0.95,1.87,0.8,0.87,1.73,1.1
"Waikanae",7.8,">20",1.09,2.46,0.3,1.15,2.44,0.4,1.12,2.27,0.5,1.04,2.05,0.7,0.97,1.91,0.9,0.88,1.77,1.2
"Takaka",7.4,">20",0.38,0.84,0.3,0.43,0.93,0.4,0.46,0.99,0.5,0.47,1.04,0.6,0.47,1.06,0.7,0.47,1.09,0.9
"Paraparaumu",7.8,18,1.1,2.47,0.3,1.15,2.45,0.4,1.13,2.27,0.5,1.05,2.05,0.7,0.98,1.91,0.9,0.88,1.77,1.2
"Masterton",7.9,6,1.42,3.19,0.3,1.45,3.05,0.4,1.38,2.71,0.5,1.24,2.35,0.7,1.13,2.12,0.9,1.0,1.92,1.3
"Paekakariki",7.8,16,1.13,2.55,0.3,1.18,2.52,0.4,1.16,2.33,0.5,1.07,2.1,0.7,1.0,1.94,0.9,0.9,1.8,1.2
"Carterton",7.9,4,1.41,3.17,0.3,1.44,3.04,0.4,1.37,2.71,0.5,1.24,2.35,0.7,1.13,2.12,0.9,1.0,1.93,1.3
"Greytown",7.9,4,1.35,3.04,0.3,1.39,2.93,0.4,1.33,2.63,0.5,1.21,2.3,0.7,1.11,2.09,0.9,0.98,1.91,1.3
"Porirua",7.8,6,1.15,2.6,0.3,1.21,2.58,0.4,1.18,2.38,0.5,1.09,2.14,0.7,1.01,1.98,0.9,0.91,1.83,1.2
"Featherston",7.9,0,1.37,3.06,0.3,1.41,2.97,0.4,1.35,2.68,0.5,1.22,2.34,0.7,1.12,2.12,1.0,0.99,1.94,1.3
"Motueka",7.5,">20",0.46,1.03,0.3,0.52,1.12,0.4,0.55,1.17,0.5,0.56,1.2,0.6,0.55,1.21,0.7,0.54,1.22,0.9
"Upper Hutt",7.9,0,1.26,2.83,0.3,1.31,2.78,0.4,1.27,2.54,0.5,1.16,2.25,0.7,1.07,2.06,0.9,0.95,1.9,1.3
"Lower Hutt",7.9,0,1.2,2.7,0.3,1.26,2.67,0.4,1.22,2.46,0.5,1.12,2.2,0.7,1.04,2.02,0.9,0.93,1.87,1.3
"Martinborough",8.0,16,1.34,2.99,0.3,1.37,2.87,0.4,1.31,2.58,0.5,1.19,2.25,0.7,1.09,2.06,0.9,0.97,1.87,1.2
"Mapua",7.5,">20",0.52,1.16,0.3,0.58,1.25,0.4,0.61,1.29,0.5,0.61,1.3,0.6,0.6,1.3,0.8,0.58,1.3,1.0
"Wainuiomata",7.9,0,1.2,2.7,0.3,1.26,2.67,0.4,1.22,2.46,0.5,1.12,2.2,0.7,1.04,2.02,0.9,0.93,1.87,1.3
"Nelson",7.6,">20",0.56,1.26,0.3,0.62,1.34,0.4,0.65,1.38,0.5,0.65,1.38,0.6,0.63,1.37,0.8,0.61,1.35,1.0
"Picton",7.7,">20",0.8,1.8,0.3,0.87,1.86,0.4,0.88,1.82,0.5,0.85,1.73,0.6,0.81,1.67,0.8,0.75,1.6,1.0
"Wellington CBD",7.8,0,1.19,2.68,0.3,1.25,2.66,0.4,1.22,2.46,0.5,1.12,2.2,0.7,1.04,2.02,0.9,0.93,1.88,1.3
"Wellington",7.8,0,1.19,2.68,0.3,1.25,2.66,0.4,1.22,2.46,0.5,1.12,2.2,0.7,1.04,2.02,0.9,0.93,1.88,1.3
"Eastbourne",7.9,0,1.2,2.7,0.3,1.26,2.67,0.4,1.22,2.46,0.5,1.12,2.2,0.7,1.04,2.02,0.9,0.93,1.87,1.3
"Richmond",7.6,">20",0.56,1.25,0.3,0.62,1.34,0.4,0.65,1.38,0.5,0.65,1.38,0.6,0.63,1.37,0.8,0.61,1.35,1.0
"Hope",7.6,">20",0.56,1.25,0.3,0.62,1.34,0.4,0.65,1.38,0.5,0.65,1.38,0.6,0.63,1.37,0.8,0.6,1.35,1.0
"Brightwater",7.6,">20",0.56,1.24,0.3,0.62,1.33,0.4,0.65,1.37,0.5,0.64,1.37,0.6,0.63,1.36,0.8,0.6,1.35,1.0
"Wakefield",7.5,">20",0.56,1.24,0.3,0.62,1.33,0.4,0.65,1.37,0.5,0.64,1.37,0.6,0.63,1.36,0.8,0.6,1.35,1.0
"Renwick",7.7,">20",0.86,1.91,0.3,0.93,1.99,0.4,0.93,1.93,0.5,0.89,1.83,0.7,0.84,1.74,0.9,0.78,1.66,1.1
"Blenheim",7.8,11,0.9,2.01,0.3,0.97,2.07,0.4,0.97,2.0,0.5,0.92,1.88,0.7,0.87,1.78,0.9,0.8,1.7,1.2
"Seddon",7.7,5,0.99,2.23,0.3,1.06,2.28,0.4,1.06,2.18,0.5,1.0,2.03,0.7,0.93,1.9,0.9,0.85,1.8,1.2
"Westport",7.1,">20",0.42,0.92,0.3,0.47,1.03,0.4,0.51,1.1,0.5,0.52,1.14,0.7,0.51,1.15,0.8,0.5,1.17,1.0
"St Arnaud",7.6,0,0.67,1.49,0.3,0.74,1.6,0.4,0.77,1.62,0.5,0.75,1.59,0.7,0.71,1.54,0.9,0.67,1.51,1.1
"Murchison",7.3,">20",0.54,1.2,0.3,0.61,1.32,0.4,0.64,1.37,0.5,0.64,1.39,0.7,0.62,1.38,0.8,0.59,1.38,1.0
"Ward",7.8,5,1.07,2.4,0.3,1.14,2.44,0.4,1.13,2.31,0.5,1.05,2.11,0.7,0.97,1.96,0.9,0.88,1.84,1.3
"Reefton",7.3,">20",0.53,1.17,0.3,0.6,1.29,0.4,0.63,1.36,0.6,0.63,1.38,0.7,0.61,1.36,0.9,0.58,1.37,1.1
"Springs Junction",7.8,2,0.81,1.8,0.4,0.91,1.96,0.5,0.93,1.97,0.6,0.88,1.88,0.9,0.82,1.81,1.1,0.74,1.73,1.4
"Runanga",7.5,">20",0.44,0.96,0.4,0.5,1.09,0.5,0.54,1.16,0.6,0.54,1.21,0.8,0.53,1.21,0.9,0.51,1.24,1.1
"Kaikoura",7.8,6,0.91,2.03,0.3,0.99,2.1,0.4,0.99,2.02,0.6,0.93,1.88,0.7,0.87,1.76,1.0,0.79,1.68,1.3
"Greymouth",7.6,">20",0.46,1.0,0.4,0.53,1.13,0.5,0.56,1.21,0.6,0.56,1.25,0.8,0.55,1.25,0.9,0.52,1.28,1.2
"Hanmer Springs",7.6,4,0.94,2.11,0.3,1.04,2.27,0.5,1.06,2.23,0.6,0.99,2.09,0.8,0.92,1.99,1.0,0.83,1.89,1.4
"Hokitika",7.7,">20",0.55,1.2,0.4,0.63,1.35,0.5,0.66,1.42,0.6,0.65,1.43,0.8,0.62,1.41,1.0,0.58,1.41,1.3
"Cheviot",7.5,">20",0.62,1.36,0.3,0.69,1.47,0.4,0.71,1.5,0.5,0.7,1.49,0.7,0.67,1.45,0.8,0.63,1.43,1.1
"Otira",7.8,1,0.98,2.17,0.4,1.08,2.36,0.5,1.1,2.35,0.6,1.02,2.2,0.9,0.92,2.07,1.2,0.81,1.9,1.6
"Arthurs Pass",7.4,13,0.71,1.57,0.4,0.8,1.74,0.5,0.84,1.78,0.6,0.81,1.74,0.8,0.75,1.69,1.0,0.69,1.65,1.3
"Harihari",8.1,0,0.86,1.86,0.4,0.96,2.05,0.5,0.98,2.08,0.7,0.91,1.98,1.0,0.83,1.88,1.3,0.73,1.72,1.8
