"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Helensville",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Coromandel",6.5,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Riverhead",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Kumeu-Huapai",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Waimauku",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Waiheke West",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Whitianga",6.6,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Muriwai",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Auckland",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Maraetai",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Beachlands-Pine Harbour",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Manukau City",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Tairua",6.8,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Pauanui",6.8,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Clarks Beach",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Thames",6.7,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Patumahoe",6.4,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Pukekohe",6.4,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Whangamata",6.9,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.7,0.21,0.53,0.8
"Pokeno",6.5,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Waiuku",6.3,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Tuakau",6.4,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Ngatea",6.7,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Paeroa",6.9,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.7,0.21,0.53,0.8
"Waihi",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.53,0.9
"Te Kauwhata",6.6,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Waihi Beach-Bowentown",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.39,0.6,0.2,0.45,0.7,0.2,0.5,0.8,0.21,0.56,0.9
"Te Aroha",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.53,0.9
"Huntly",6.6,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Katikati",7.1,">20",0.14,0.29,0.5,0.16,0.34,0.5,0.18,0.41,0.6,0.2,0.47,0.7,0.21,0.51,0.8,0.22,0.57,0.9
"Omokoroa",7.1,">20",0.15,0.32,0.4,0.18,0.38,0.5,0.2,0.45,0.6,0.22,0.52,0.7,0.23,0.56,0.8,0.24,0.62,0.9
"Mount Maunganui",7.1,">20",0.17,0.37,0.4,0.2,0.44,0.5,0.23,0.51,0.6,0.25,0.58,0.7,0.25,0.62,0.7,0.26,0.68,0.8
"Morrinsville",6.9,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.53,0.9
"Ngaruawahia",6.7,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Tauranga",7.1,">20",0.17,0.37,0.4,0.2,0.44,0.5,0.23,0.51,0.6,0.25,0.58,0.7,0.25,0.62,0.7,0.26,0.68,0.8
"Te Puke",7.1,">20",0.21,0.46,0.4,0.25,0.54,0.5,0.28,0.62,0.5,0.3,0.68,0.6,0.3,0.72,0.7,0.31,0.77,0.8
"Hamilton",6.8,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.7,0.21,0.53,0.8
"Raglan",6.6,">20",0.13,0.29,0.4,0.16,0.33,0.4,0.18,0.38,0.5,0.2,0.44,0.6,0.2,0.48,0.7,0.21,0.53,0.8
"Matamata",7.1,">20",0.14,0.3,0.5,0.17,0.36,0.5,0.19,0.42,0.6,0.21,0.49,0.7,0.22,0.53,0.8,0.23,0.59,0.9
"Cambridge",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.54,0.9
"Ruatoria",7.6,">20",0.56,1.24,0.3,0.61,1.29,0.3,0.63,1.3,0.4,0.62,1.26,0.5,0.6,1.22,0.6,0.58,1.19,0.7
"Whakatane",7.1,">20",0.48,1.07,0.3,0.54,1.18,0.4,0.57,1.22,0.5,0.57,1.23,0.6,0.56,1.23,0.7,0.54,1.21,0.8
"Edgecumbe",7.0,">20",0.43,0.95,0.3,0.48,1.06,0.4,0.52,1.11,0.5,0.52,1.13,0.6,0.51,1.13,0.7,0.49,1.13,0.9
"Ohope",7.2,">20",0.48,1.08,0.3,0.54,1.17,0.4,0.57,1.22,0.5,0.57,1.22,0.6,0.56,1.22,0.6,0.54,1.21,0.8
"Pirongia",6.9,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.7,0.21,0.53,0.8
"Te Awamutu",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.53,0.9
"Opotiki",7.2,">20",0.48,1.08,0.3,0.54,1.17,0.4,0.57,1.21,0.5,0.57,1.22,0.6,0.56,1.21,0.6,0.54,1.2,0.8
"Kihikihi",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.54,0.9
"Putaruru",7.2,">20",0.16,0.34,0.4,0.19,0.4,0.5,0.21,0.47,0.6,0.23,0.53,0.7,0.24,0.58,0.8,0.25,0.64,0.9
"Ngongotaha",7.2,">20",0.24,0.51,0.4,0.27,0.6,0.5,0.3,0.67,0.5,0.32,0.73,0.6,0.32,0.77,0.7,0.33,0.81,0.8
"Kawerau",7.1,">20",0.39,0.86,0.3,0.44,0.96,0.4,0.47,1.02,0.5,0.48,1.05,0.6,0.47,1.05,0.7,0.46,1.06,0.9
"Rotorua",7.2,">20",0.26,0.57,0.4,0.3,0.66,0.4,0.33,0.73,0.5,0.35,0.78,0.6,0.35,0.81,0.7,0.35,0.85,0.9
"Otorohanga",7.0,">20",0.13,0.29,0.4,0.16,0.33,0.5,0.18,0.38,0.6,0.2,0.44,0.7,0.2,0.48,0.8,0.21,0.54,0.9
"Tokoroa",7.2,">20",0.19,0.4,0.4,0.22,0.47,0.5,0.24,0.55,0.6,0.26,0.61,0.7,0.27,0.65,0.7,0.28,0.71,0.8
"Te Kuiti",7.1,">20",0.13,0.29,0.5,0.16,0.33,0.5,0.18,0.39,0.6,0.2,0.46,0.7,0.2,0.5,0.8,0.21,0.56,0.9
"Mangakino",7.2,">20",0.2,0.42,0.4,0.23,0.49,0.5,0.25,0.56,0.6,0.27,0.62,0.7,0.28,0.66,0.7,0.29,0.72,0.8
"Murupara",7.4,">20",0.41,0.9,0.3,0.46,0.98,0.4,0.49,1.04,0.5,0.49,1.06,0.6,0.49,1.07,0.6,0.48,1.08,0.8
"Gisborne",7.5,">20",0.63,1.4,0.3,0.69,1.45,0.4,0.7,1.44,0.5,0.68,1.38,0.6,0.66,1.32,0.6,0.62,1.27,0.8
"Taupo",7.2,">20",0.32,0.7,0.3,0.36,0.78,0.4,0.39,0.84,0.5,0.4,0.89,0.6,0.4,0.91,0.7,0.4,0.93,0.8
"Taumarunui",7.2,">20",0.2,0.43,0.4,0.23,0.49,0.5,0.26,0.56,0.6,0.27,0.63,0.6,0.28,0.67,0.7,0.29,0.72,0.8
"Turangi",7.2,">20",0.38,0.85,0.3,0.43,0.94,0.4,0.46,0.99,0.5,0.47,1.03,0.6,0.47,1.04,0.6,0.46,1.06,0.8
"Waitara",6.9,">20",0.14,0.29,0.5,0.16,0.35,0.5,0.18,0.41,0.6,0.2,0.47,0.7,0.21,0.51,0.8,0.22,0.57,0.9
"Wairoa",7.5,">20",0.54,1.21,0.3,0.6,1.27,0.4,0.62,1.28,0.5,0.61,1.26,0.6,0.6,1.23,0.6,0.57,1.2,0.8
"New Plymouth",6.9,">20",0.14,0.3,0.4,0.16,0.36,0.5,0.19,0.42,0.6,0.2,0.48,0.7,0.21,0.52,0.8,0.22,0.57,0.9
"Oakura (New Plymouth District)",6.8,">20",0.14,0.31,0.4,0.17,0.37,0.5,0.19,0.43,0.6,0.21,0.49,0.7,0.22,0.53,0.8,0.23,0.58,0.9
"Inglewood",7.0,">20",0.15,0.33,0.4,0.18,0.39,0.5,0.2,0.45,0.6,0.22,0.51,0.7,0.23,0.56,0.8,0.24,0.61,0.9
"Stratford",7.1,">20",0.17,0.36,0.4,0.2,0.42,0.5,0.22,0.49,0.6,0.24,0.55,0.7,0.25,0.59,0.8,0.26,0.65,0.9
"Ohakune",7.4,">20",0.37,0.82,0.3,0.41,0.89,0.4,0.44,0.95,0.5,0.46,0.99,0.6,0.46,1.0,0.6,0.45,1.03,0.7
"Raetihi",7.3,">20",0.35,0.79,0.3,0.4,0.86,0.4,0.43,0.92,0.5,0.44,0.96,0.6,0.44,0.98,0.6,0.44,1.01,0.7
"Eltham",7.2,">20",0.17,0.37,0.4,0.2,0.44,0.5,0.23,0.5,0.6,0.25,0.57,0.7,0.25,0.61,0.7,0.26,0.67,0.9
"Opunake",7.0,">20",0.18,0.37,0.4,0.21,0.44,0.5,0.23,0.51,0.6,0.25,0.57,0.7,0.25,0.6,0.8,0.26,0.65,0.9
"Waiouru",7.4,">20",0.41,0.92,0.3,0.46,0.99,0.4,0.49,1.05,0.5,0.5,1.07,0.6,0.5,1.08,0.6,0.49,1.09,0.8
"Napier",7.6,">20",0.61,1.35,0.3,0.66,1.4,0.4,0.68,1.39,0.5,0.66,1.34,0.6,0.64,1.3,0.7,0.61,1.26,0.8
"Clive",7.6,">20",0.64,1.41,0.3,0.69,1.46,0.4,0.71,1.44,0.5,0.69,1.38,0.6,0.66,1.33,0.7,0.62,1.28,0.9
"Hawera",7.3,">20",0.19,0.4,0.4,0.22,0.47,0.5,0.24,0.54,0.6,0.26,0.6,0.7,0.27,0.64,0.7,0.28,0.69,0.9
"Hastings",7.6,">20",0.65,1.44,0.3,0.71,1.49,0.4,0.72,1.47,0.5,0.7,1.41,0.6,0.67,1.35,0.7,0.63,1.3,0.9
"Taihape",7.5,">20",0.48,1.07,0.3,0.53,1.14,0.4,0.56,1.18,0.5,0.56,1.18,0.6,0.55,1.17,0.6,0.54,1.17,0.8
"Havelock North",7.6,">20",0.66,1.46,0.3,0.72,1.51,0.4,0.73,1.49,0.5,0.71,1.42,0.6,0.68,1.37,0.7,0.64,1.31,0.9
"Patea",7.3,">20",0.24,0.53,0.4,0.28,0.6,0.5,0.31,0.66,0.5,0.32,0.72,0.6,0.33,0.76,0.7,0.33,0.8,0.8
"Whanganui",7.3,">20",0.42,0.93,0.3,0.47,1.0,0.4,0.5,1.05,0.5,0.5,1.08,0.6,0.5,1.08,0.6,0.49,1.1,0.8
"Waipawa",7.7,">20",0.74,1.63,0.3,0.79,1.67,0.4,0.8,1.62,0.5,0.77,1.52,0.6,0.73,1.45,0.7,0.68,1.37,0.9
"Waipukurau",7.7,">20",0.76,1.68,0.3,0.82,1.72,0.4,0.82,1.65,0.5,0.78,1.55,0.6,0.74,1.47,0.7,0.69,1.39,0.9
"Marton",7.5,">20",0.51,1.14,0.3,0.57,1.22,0.4,0.59,1.24,0.5,0.59,1.24,0.6,0.58,1.22,0.6,0.56,1.21,0.8
"Bulls",7.5,">20",0.55,1.23,0.3,0.61,1.3,0.4,0.63,1.31,0.5,0.63,1.29,0.6,0.61,1.27,0.7,0.58,1.24,0.8
"Dannevirke",7.8,">20",0.79,1.75,0.3,0.85,1.78,0.4,0.85,1.71,0.5,0.81,1.59,0.6,0.76,1.51,0.7,0.71,1.41,1.0
"Feilding",7.6,">20",0.61,1.36,0.3,0.67,1.42,0.4,0.69,1.41,0.5,0.67,1.37,0.6,0.65,1.33,0.7,0.62,1.29,0.9
"Ashhurst",7.7,7,0.73,1.61,0.3,0.78,1.65,0.4,0.79,1.61,0.5,0.76,1.51,0.6,0.72,1.45,0.7,0.67,1.37,1.0
"Woodville",7.7,6,0.79,1.76,0.3,0.85,1.79,0.4,0.85,1.72,0.5,0.81,1.6,0.6,0.77,1.51,0.8,0.71,1.42,1.0
"Palmerston North",7.7,6,0.7,1.55,0.3,0.76,1.6,0.4,0.77,1.57,0.5,0.74,1.49,0.6,0.71,1.43,0.7,0.66,1.36,1.0
"Pahiatua",7.7,7,0.82,1.82,0.3,0.88,1.85,0.4,0.88,1.77,0.5,0.83,1.64,0.6,0.79,1.55,0.8,0.72,1.44,1.0
"Foxton Beach",7.6,">20",0.63,1.39,0.3,0.68,1.45,0.4,0.7,1.45,0.5,0.69,1.4,0.6,0.66,1.36,0.7,0.63,1.31,0.9
"Foxton",7.7,">20",0.65,1.44,0.3,0.71,1.5,0.4,0.72,1.49,0.5,0.71,1.43,0.6,0.68,1.38,0.7,0.64,1.33,0.9
"Shannon",7.7,15,0.73,1.63,0.3,0.79,1.67,0.4,0.8,1.63,0.5,0.77,1.53,0.6,0.73,1.46,0.7,0.68,1.38,1.0
"Levin",7.7,18,0.73,1.63,0.3,0.79,1.67,0.4,0.8,1.63,0.5,0.77,1.53,0.6,0.73,1.47,0.7,0.68,1.39,1.0
"Otaki Beach",7.7,">20",0.74,1.64,0.3,0.8,1.69,0.4,0.81,1.64,0.5,0.77,1.54,0.6,0.74,1.47,0.7,0.69,1.39,1.0
"Otaki",7.7,">20",0.75,1.66,0.3,0.81,1.7,0.4,0.82,1.65,0.5,0.78,1.55,0.6,0.74,1.48,0.8,0.69,1.4,1.0
"Waikanae",7.8,">20",0.78,1.72,0.3,0.83,1.76,0.4,0.84,1.69,0.5,0.8,1.59,0.6,0.76,1.51,0.8,0.7,1.42,1.0
"Takaka",7.4,">20",0.27,0.6,0.3,0.31,0.68,0.4,0.34,0.74,0.5,0.36,0.8,0.6,0.37,0.83,0.7,0.37,0.87,0.8
"Paraparaumu",7.8,18,0.78,1.73,0.3,0.84,1.76,0.4,0.84,1.7,0.5,0.8,1.59,0.6,0.76,1.51,0.8,0.71,1.42,1.0
"Masterton",7.9,6,1.0,2.21,0.3,1.05,2.19,0.4,1.03,2.03,0.5,0.95,1.82,0.6,0.89,1.68,0.8,0.8,1.53,1.1
"Paekakariki",7.8,16,0.8,1.78,0.3,0.86,1.81,0.4,0.86,1.74,0.5,0.82,1.62,0.6,0.78,1.54,0.8,0.72,1.44,1.0
"Carterton",7.9,4,1.0,2.2,0.3,1.04,2.18,0.4,1.02,2.03,0.5,0.95,1.82,0.7,0.88,1.69,0.8,0.8,1.54,1.1
"Greytown",7.9,4,0.96,2.12,0.3,1.01,2.12,0.4,1.0,1.98,0.5,0.93,1.79,0.6,0.87,1.67,0.8,0.79,1.53,1.1
"Porirua",7.8,6,0.82,1.82,0.3,0.88,1.86,0.4,0.88,1.78,0.5,0.84,1.66,0.6,0.79,1.56,0.8,0.73,1.46,1.1
"Featherston",7.9,0,0.97,2.14,0.3,1.02,2.14,0.4,1.01,2.0,0.5,0.94,1.81,0.7,0.87,1.68,0.8,0.79,1.54,1.1
"Motueka",7.4,">20",0.34,0.74,0.3,0.38,0.82,0.4,0.41,0.88,0.5,0.42,0.92,0.6,0.43,0.95,0.7,0.42,0.98,0.8
"Upper Hutt",7.8,0,0.9,1.98,0.3,0.95,2.01,0.4,0.95,1.9,0.5,0.89,1.74,0.7,0.83,1.63,0.8,0.76,1.51,1.1
"Lower Hutt",7.8,0,0.86,1.9,0.3,0.92,1.93,0.4,0.92,1.85,0.5,0.87,1.7,0.7,0.81,1.6,0.8,0.74,1.49,1.1
"Martinborough",7.9,16,0.94,2.07,0.3,0.99,2.06,0.4,0.98,1.93,0.5,0.91,1.75,0.6,0.85,1.63,0.8,0.78,1.5,1.1
"Mapua",7.4,">20",0.38,0.82,0.3,0.42,0.91,0.4,0.45,0.96,0.5,0.46,1.0,0.6,0.46,1.02,0.7,0.46,1.04,0.9
"Wainuiomata",7.8,0,0.86,1.9,0.3,0.92,1.93,0.4,0.92,1.85,0.5,0.87,1.7,0.7,0.81,1.6,0.8,0.74,1.49,1.1
"Nelson",7.5,">20",0.41,0.89,0.3,0.46,0.98,0.4,0.49,1.03,0.5,0.5,1.06,0.6,0.49,1.08,0.7,0.48,1.09,0.9
"Picton",7.6,">20",0.58,1.28,0.3,0.64,1.36,0.4,0.66,1.38,0.5,0.65,1.35,0.6,0.63,1.33,0.7,0.6,1.29,0.9
"Wellington CBD",7.8,0,0.85,1.88,0.3,0.91,1.93,0.4,0.91,1.84,0.5,0.86,1.71,0.7,0.81,1.6,0.8,0.74,1.49,1.1
"Wellington",7.8,0,0.85,1.88,0.3,0.91,1.93,0.4,0.91,1.84,0.5,0.86,1.71,0.7,0.81,1.6,0.8,0.74,1.49,1.1
"Eastbourne",7.8,0,0.86,1.9,0.3,0.92,1.93,0.4,0.92,1.85,0.5,0.87,1.7,0.7,0.81,1.6,0.8,0.74,1.49,1.1
"Richmond",7.5,">20",0.41,0.89,0.3,0.46,0.98,0.4,0.49,1.03,0.5,0.5,1.06,0.6,0.49,1.08,0.7,0.48,1.09,0.9
"Hope",7.5,">20",0.41,0.89,0.3,0.46,0.98,0.4,0.49,1.03,0.5,0.5,1.06,0.6,0.49,1.08,0.7,0.48,1.09,0.9
"Brightwater",7.5,">20",0.4,0.88,0.3,0.45,0.97,0.4,0.48,1.02,0.5,0.49,1.06,0.6,0.49,1.07,0.7,0.48,1.08,0.9
"Wakefield",7.5,">20",0.4,0.88,0.3,0.45,0.97,0.4,0.48,1.02,0.5,0.49,1.05,0.6,0.49,1.07,0.7,0.48,1.08,0.9
"Renwick",7.6,">20",0.61,1.35,0.3,0.67,1.43,0.4,0.7,1.44,0.5,0.68,1.41,0.6,0.65,1.37,0.8,0.62,1.32,1.0
"Blenheim",7.7,11,0.65,1.43,0.3,0.71,1.51,0.4,0.73,1.5,0.5,0.71,1.46,0.6,0.68,1.42,0.8,0.64,1.36,1.0
"Seddon",7.6,5,0.72,1.6,0.3,0.79,1.68,0.4,0.81,1.66,0.5,0.78,1.58,0.6,0.74,1.52,0.8,0.69,1.45,1.0
"Westport",7.0,">20",0.3,0.66,0.3,0.35,0.75,0.4,0.38,0.82,0.5,0.4,0.87,0.6,0.4,0.9,0.7,0.39,0.93,0.9
"St Arnaud",7.5,0,0.48,1.06,0.3,0.54,1.16,0.4,0.57,1.2,0.5,0.57,1.22,0.6,0.56,1.21,0.8,0.53,1.2,1.0
"Murchison",7.2,">20",0.4,0.88,0.3,0.45,0.98,0.4,0.49,1.04,0.5,0.5,1.08,0.6,0.49,1.1,0.7,0.48,1.11,0.9
"Ward",7.7,5,0.77,1.7,0.3,0.84,1.78,0.4,0.85,1.73,0.5,0.81,1.64,0.7,0.76,1.56,0.8,0.71,1.47,1.1
"Reefton",7.2,">20",0.39,0.84,0.3,0.44,0.95,0.4,0.47,1.02,0.5,0.48,1.06,0.6,0.48,1.07,0.8,0.46,1.09,1.0
"Springs Junction",7.6,2,0.57,1.24,0.4,0.64,1.37,0.4,0.67,1.41,0.6,0.65,1.4,0.8,0.62,1.35,0.9,0.58,1.33,1.2
"Runanga",7.5,">20",0.32,0.68,0.4,0.37,0.78,0.4,0.4,0.86,0.6,0.41,0.91,0.7,0.41,0.93,0.8,0.4,0.96,1.0
"Kaikoura",7.6,6,0.64,1.41,0.3,0.71,1.5,0.4,0.73,1.5,0.5,0.7,1.44,0.7,0.67,1.39,0.8,0.62,1.33,1.1
"Greymouth",7.5,">20",0.33,0.71,0.4,0.38,0.82,0.5,0.42,0.89,0.6,0.43,0.95,0.7,0.42,0.96,0.8,0.41,0.99,1.0
"Hanmer Springs",7.4,4,0.69,1.52,0.3,0.77,1.65,0.4,0.79,1.67,0.6,0.76,1.62,0.7,0.72,1.55,0.9,0.66,1.5,1.2
"Hokitika",7.6,">20",0.39,0.85,0.4,0.45,0.96,0.5,0.49,1.03,0.6,0.49,1.07,0.7,0.47,1.06,0.9,0.46,1.08,1.1
"Cheviot",7.3,">20",0.44,0.97,0.3,0.5,1.07,0.4,0.53,1.13,0.5,0.53,1.15,0.6,0.52,1.15,0.7,0.5,1.15,0.9
"Otira",7.7,1,0.68,1.49,0.4,0.77,1.65,0.5,0.79,1.67,0.6,0.75,1.59,0.8,0.7,1.52,1.0,0.63,1.46,1.4
"Arthurs Pass",7.3,13,0.53,1.16,0.3,0.6,1.29,0.4,0.63,1.35,0.6,0.62,1.35,0.7,0.6,1.31,0.9,0.56,1.3,1.1
"Harihari",7.9,0,0.56,1.2,0.4,0.63,1.34,0.5,0.66,1.39,0.6,0.63,1.35,0.9,0.59,1.3,1.1,0.54,1.25,1.5
