"location","M","D","I-PGA","I-Sas","I-Tc","II-PGA","II-Sas","II-Tc","III-PGA","III-Sas","III-Tc","IV-PGA","IV-Sas","IV-Tc","V-PGA","V-Sas","V-Tc","VI-PGA","VI-Sas","VI-Tc"
"Waihi Beach-Bowentown",7.2,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,1.0,1.0
"Te Aroha",7.1,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.9,0.39,0.98,1.0
"Huntly",6.7,">20",0.29,0.65,0.3,0.34,0.74,0.4,0.38,0.82,0.5,0.39,0.88,0.6,0.39,0.92,0.8,0.39,0.96,0.9
"Katikati",7.3,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.89,0.7,0.39,0.93,0.9,0.39,1.03,1.0
"Omokoroa",7.3,">20",0.32,0.69,0.4,0.36,0.8,0.5,0.4,0.89,0.6,0.42,0.97,0.7,0.42,1.01,0.8,0.42,1.1,1.0
"Mount Maunganui",7.3,">20",0.36,0.79,0.4,0.41,0.9,0.5,0.45,1.0,0.6,0.46,1.07,0.7,0.46,1.1,0.8,0.46,1.18,1.0
"Morrinsville",7.1,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.96,1.0
"Ngaruawahia",6.8,">20",0.29,0.65,0.3,0.34,0.74,0.4,0.38,0.82,0.5,0.39,0.88,0.6,0.39,0.92,0.8,0.39,0.96,0.9
"Tauranga",7.3,">20",0.36,0.79,0.4,0.41,0.9,0.5,0.45,1.0,0.6,0.46,1.07,0.7,0.46,1.1,0.8,0.46,1.18,1.0
"Te Puke",7.3,">20",0.44,0.96,0.4,0.5,1.09,0.5,0.53,1.18,0.6,0.54,1.24,0.7,0.53,1.26,0.8,0.52,1.31,1.0
"Hamilton",6.9,">20",0.29,0.65,0.4,0.34,0.74,0.4,0.38,0.82,0.5,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.96,0.9
"Raglan",6.6,">20",0.29,0.65,0.3,0.34,0.74,0.4,0.38,0.82,0.5,0.39,0.88,0.6,0.39,0.92,0.8,0.39,0.96,0.9
"Matamata",7.3,">20",0.32,0.69,0.4,0.37,0.8,0.5,0.4,0.89,0.6,0.42,0.96,0.8,0.42,1.0,0.9,0.42,1.08,1.0
"Cambridge",7.1,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.97,1.0
"Ruatoria",7.9,">20",1.3,2.94,0.3,1.34,2.85,0.4,1.28,2.6,0.5,1.17,2.3,0.6,1.08,2.12,0.7,0.98,1.95,1.0
"Whakatane",7.4,">20",0.96,2.2,0.3,1.05,2.32,0.4,1.07,2.28,0.6,1.01,2.16,0.7,0.94,2.04,0.9,0.87,1.98,1.2
"Edgecumbe",7.3,">20",0.87,1.98,0.3,0.96,2.13,0.4,0.98,2.12,0.6,0.94,2.03,0.7,0.88,1.94,0.9,0.8,1.89,1.2
"Ohope",7.5,">20",0.97,2.23,0.3,1.06,2.34,0.4,1.07,2.28,0.5,1.01,2.15,0.7,0.95,2.03,0.9,0.87,1.96,1.2
"Pirongia",7.0,">20",0.29,0.65,0.4,0.34,0.74,0.4,0.38,0.82,0.5,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.96,0.9
"Te Awamutu",7.1,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.96,1.0
"Opotiki",7.5,">20",0.97,2.23,0.3,1.05,2.31,0.4,1.06,2.24,0.5,1.0,2.11,0.7,0.94,2.0,0.8,0.87,1.91,1.1
"Kihikihi",7.1,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.97,1.0
"Putaruru",7.4,">20",0.34,0.74,0.4,0.39,0.85,0.5,0.42,0.94,0.6,0.44,1.01,0.7,0.44,1.05,0.8,0.44,1.13,1.0
"Ngongotaha",7.4,">20",0.49,1.09,0.4,0.55,1.22,0.5,0.59,1.3,0.6,0.59,1.34,0.7,0.58,1.34,0.8,0.56,1.39,1.0
"Kawerau",7.4,">20",0.85,1.94,0.3,0.94,2.07,0.4,0.96,2.06,0.6,0.91,1.97,0.8,0.85,1.88,1.0,0.78,1.83,1.2
"Rotorua",7.4,">20",0.55,1.23,0.4,0.62,1.36,0.5,0.65,1.43,0.6,0.65,1.45,0.7,0.63,1.43,0.9,0.6,1.47,1.1
"Otorohanga",7.1,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,0.97,1.0
"Tokoroa",7.4,">20",0.39,0.87,0.4,0.45,0.98,0.5,0.48,1.07,0.6,0.5,1.13,0.7,0.49,1.16,0.8,0.49,1.23,1.0
"Te Kuiti",7.2,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.82,0.6,0.39,0.88,0.7,0.39,0.92,0.8,0.39,1.0,1.0
"Mangakino",7.4,">20",0.41,0.9,0.4,0.46,1.01,0.5,0.5,1.1,0.6,0.51,1.16,0.7,0.51,1.18,0.8,0.5,1.25,1.0
"Murupara",7.6,">20",0.84,1.93,0.3,0.92,2.01,0.4,0.93,1.97,0.5,0.89,1.89,0.6,0.85,1.82,0.8,0.79,1.75,1.0
"Gisborne",7.9,">20",1.46,3.3,0.3,1.49,3.17,0.4,1.41,2.83,0.5,1.27,2.47,0.6,1.17,2.26,0.8,1.04,2.05,1.1
"Taupo",7.4,">20",0.67,1.54,0.3,0.75,1.65,0.4,0.77,1.67,0.5,0.75,1.64,0.7,0.72,1.6,0.8,0.68,1.6,1.1
"Taumarunui",7.5,">20",0.42,0.94,0.4,0.48,1.04,0.5,0.51,1.12,0.6,0.52,1.16,0.7,0.52,1.19,0.8,0.51,1.24,1.0
"Turangi",7.4,">20",0.79,1.82,0.3,0.87,1.92,0.4,0.88,1.9,0.5,0.85,1.83,0.6,0.82,1.78,0.8,0.77,1.72,1.0
"Waitara",7.0,">20",0.29,0.65,0.4,0.34,0.74,0.5,0.38,0.83,0.6,0.39,0.91,0.7,0.39,0.94,0.8,0.4,1.02,1.0
"Wairoa",7.8,">20",1.25,2.83,0.3,1.29,2.77,0.4,1.25,2.54,0.5,1.14,2.27,0.6,1.06,2.11,0.8,0.96,1.95,1.0
"New Plymouth",7.0,">20",0.31,0.67,0.4,0.35,0.77,0.5,0.38,0.86,0.6,0.4,0.93,0.7,0.4,0.96,0.8,0.4,1.03,1.0
"Oakura (New Plymouth District)",7.0,">20",0.32,0.69,0.4,0.36,0.81,0.5,0.4,0.89,0.6,0.41,0.96,0.7,0.41,0.99,0.8,0.41,1.06,1.0
"Inglewood",7.1,">20",0.37,0.81,0.4,0.42,0.93,0.5,0.46,1.01,0.6,0.47,1.07,0.7,0.46,1.08,0.9,0.46,1.15,1.0
"Stratford",7.3,">20",0.36,0.79,0.4,0.41,0.9,0.5,0.44,0.98,0.6,0.46,1.05,0.7,0.46,1.08,0.8,0.46,1.14,1.0
"Ohakune",7.5,">20",0.75,1.73,0.3,0.82,1.8,0.4,0.83,1.79,0.5,0.81,1.74,0.6,0.79,1.7,0.7,0.75,1.66,0.9
"Raetihi",7.5,">20",0.73,1.68,0.3,0.79,1.75,0.4,0.81,1.74,0.5,0.8,1.7,0.6,0.77,1.66,0.7,0.73,1.63,0.9
"Eltham",7.4,">20",0.37,0.81,0.4,0.42,0.92,0.5,0.45,1.0,0.6,0.47,1.06,0.7,0.47,1.1,0.8,0.47,1.16,1.0
"Opunake",7.1,">20",0.44,0.96,0.4,0.5,1.09,0.5,0.53,1.16,0.6,0.53,1.19,0.7,0.52,1.19,0.9,0.5,1.23,1.1
"Waiouru",7.6,">20",0.85,1.95,0.3,0.91,2.0,0.4,0.92,1.97,0.5,0.89,1.88,0.6,0.85,1.82,0.7,0.8,1.75,1.0
"Napier",7.9,">20",1.41,3.2,0.3,1.44,3.07,0.4,1.37,2.76,0.5,1.24,2.42,0.7,1.14,2.22,0.8,1.02,2.03,1.1
"Clive",7.9,">20",1.46,3.33,0.3,1.5,3.2,0.4,1.42,2.86,0.5,1.28,2.49,0.7,1.17,2.28,0.9,1.04,2.08,1.2
"Hawera",7.4,">20",0.4,0.89,0.4,0.45,0.99,0.5,0.49,1.07,0.6,0.5,1.12,0.7,0.5,1.15,0.8,0.49,1.2,1.0
"Hastings",7.9,">20",1.49,3.39,0.3,1.52,3.25,0.4,1.44,2.9,0.5,1.3,2.52,0.7,1.19,2.31,0.9,1.06,2.11,1.2
"Taihape",7.7,">20",1.01,2.31,0.3,1.07,2.32,0.4,1.06,2.23,0.5,1.01,2.07,0.6,0.95,1.97,0.8,0.88,1.87,1.0
"Havelock North",7.9,">20",1.51,3.43,0.3,1.53,3.28,0.4,1.45,2.92,0.5,1.31,2.54,0.7,1.2,2.32,0.9,1.06,2.12,1.2
"Patea",7.4,">20",0.53,1.2,0.3,0.59,1.28,0.4,0.62,1.33,0.5,0.62,1.34,0.7,0.61,1.34,0.8,0.59,1.36,1.0
"Whanganui",7.5,">20",0.86,1.98,0.3,0.92,2.02,0.4,0.93,1.98,0.5,0.9,1.89,0.6,0.86,1.82,0.7,0.81,1.75,0.9
"Waipawa",7.9,">20",1.65,3.76,0.3,1.67,3.57,0.4,1.57,3.14,0.5,1.4,2.69,0.7,1.28,2.44,0.9,1.12,2.23,1.3
"Waipukurau",7.9,">20",1.7,3.87,0.3,1.72,3.66,0.4,1.61,3.21,0.5,1.43,2.74,0.7,1.3,2.47,0.9,1.14,2.26,1.3
"Marton",7.6,">20",1.07,2.47,0.3,1.13,2.47,0.4,1.12,2.34,0.5,1.05,2.16,0.6,0.99,2.04,0.8,0.91,1.92,1.0
"Bulls",7.7,">20",1.15,2.66,0.3,1.21,2.64,0.4,1.19,2.48,0.5,1.11,2.25,0.6,1.04,2.12,0.8,0.95,1.98,1.1
"Dannevirke",7.9,">20",1.67,3.85,0.3,1.69,3.65,0.4,1.6,3.21,0.5,1.43,2.76,0.7,1.3,2.49,1.0,1.15,2.29,1.3
"Feilding",7.8,">20",1.29,2.98,0.3,1.34,2.91,0.4,1.3,2.68,0.5,1.2,2.39,0.7,1.11,2.22,0.9,1.01,2.06,1.2
"Ashhurst",7.9,7,1.52,3.52,0.3,1.57,3.4,0.4,1.5,3.04,0.5,1.35,2.65,0.7,1.24,2.42,1.0,1.1,2.24,1.3
"Woodville",7.9,6,1.67,3.85,0.3,1.71,3.69,0.4,1.62,3.26,0.5,1.45,2.81,0.8,1.32,2.53,1.0,1.16,2.34,1.4
"Palmerston North",7.8,6,1.46,3.38,0.3,1.5,3.27,0.4,1.44,2.94,0.5,1.31,2.59,0.7,1.21,2.37,0.9,1.08,2.2,1.3
"Pahiatua",7.9,7,1.73,3.98,0.3,1.74,3.76,0.4,1.64,3.3,0.5,1.47,2.82,0.8,1.33,2.55,1.0,1.17,2.34,1.4
"Foxton Beach",7.8,">20",1.31,3.02,0.3,1.36,2.95,0.4,1.32,2.71,0.5,1.21,2.42,0.7,1.13,2.25,0.9,1.02,2.1,1.2
"Foxton",7.8,">20",1.36,3.14,0.3,1.41,3.05,0.4,1.36,2.79,0.5,1.25,2.47,0.7,1.15,2.29,0.9,1.04,2.13,1.2
"Shannon",7.9,15,1.53,3.54,0.3,1.57,3.4,0.4,1.5,3.05,0.5,1.36,2.66,0.7,1.25,2.43,1.0,1.1,2.25,1.3
"Levin",7.9,18,1.53,3.52,0.3,1.56,3.39,0.4,1.49,3.04,0.5,1.35,2.65,0.7,1.24,2.42,1.0,1.1,2.25,1.3
"Otaki Beach",7.9,">20",1.54,3.56,0.3,1.58,3.42,0.4,1.51,3.06,0.5,1.36,2.67,0.7,1.25,2.43,1.0,1.11,2.26,1.3
"Otaki",7.9,">20",1.56,3.6,0.3,1.6,3.45,0.4,1.52,3.08,0.5,1.38,2.69,0.7,1.26,2.45,1.0,1.12,2.27,1.3
"Waikanae",7.9,">20",1.62,3.72,0.3,1.65,3.57,0.4,1.57,3.18,0.5,1.42,2.76,0.8,1.29,2.5,1.0,1.14,2.32,1.3
"Takaka",7.5,">20",0.56,1.26,0.3,0.62,1.36,0.4,0.65,1.4,0.5,0.65,1.42,0.6,0.64,1.43,0.8,0.62,1.43,1.0
"Paraparaumu",7.9,18,1.62,3.74,0.3,1.66,3.58,0.4,1.57,3.18,0.5,1.42,2.76,0.8,1.29,2.5,1.0,1.14,2.32,1.3
"Masterton",8.0,6,2.12,4.88,0.3,2.09,4.46,0.4,1.92,3.78,0.5,1.67,3.14,0.8,1.5,2.76,1.1,1.29,2.52,1.5
"Paekakariki",7.9,16,1.67,3.85,0.3,1.71,3.68,0.4,1.62,3.26,0.5,1.45,2.82,0.8,1.32,2.55,1.0,1.16,2.36,1.4
"Carterton",8.0,4,2.1,4.82,0.3,2.07,4.44,0.4,1.91,3.77,0.6,1.67,3.14,0.8,1.49,2.77,1.1,1.29,2.54,1.5
"Greytown",8.0,4,2.01,4.61,0.3,2.0,4.27,0.4,1.85,3.66,0.6,1.62,3.07,0.8,1.46,2.73,1.1,1.26,2.5,1.5
"Porirua",7.9,6,1.7,3.91,0.3,1.74,3.75,0.4,1.65,3.33,0.6,1.47,2.88,0.8,1.34,2.59,1.1,1.17,2.41,1.4
"Featherston",8.0,0,2.02,4.63,0.3,2.02,4.33,0.4,1.88,3.73,0.6,1.65,3.14,0.8,1.48,2.79,1.1,1.28,2.56,1.5
"Motueka",7.6,">20",0.68,1.55,0.3,0.75,1.64,0.4,0.77,1.66,0.5,0.76,1.64,0.7,0.74,1.62,0.8,0.7,1.6,1.0
"Upper Hutt",7.9,0,1.85,4.25,0.3,1.87,4.04,0.4,1.76,3.54,0.6,1.56,3.02,0.8,1.41,2.71,1.1,1.23,2.5,1.5
"Lower Hutt",7.9,0,1.77,4.06,0.3,1.8,3.88,0.4,1.7,3.42,0.6,1.51,2.95,0.8,1.37,2.65,1.1,1.2,2.46,1.5
"Martinborough",8.1,16,2.01,4.58,0.3,1.98,4.21,0.4,1.83,3.6,0.5,1.61,3.01,0.8,1.45,2.68,1.0,1.26,2.44,1.4
"Mapua",7.6,">20",0.78,1.76,0.3,0.85,1.85,0.4,0.87,1.84,0.5,0.84,1.79,0.7,0.81,1.74,0.9,0.76,1.71,1.1
"Wainuiomata",7.9,0,1.77,4.06,0.3,1.8,3.88,0.4,1.7,3.42,0.6,1.51,2.95,0.8,1.37,2.65,1.1,1.2,2.46,1.5
"Nelson",7.6,">20",0.83,1.89,0.3,0.91,1.98,0.4,0.92,1.95,0.5,0.89,1.88,0.7,0.85,1.82,0.9,0.8,1.78,1.1
"Picton",7.8,">20",1.17,2.68,0.3,1.24,2.69,0.4,1.22,2.53,0.5,1.14,2.33,0.7,1.06,2.19,0.9,0.97,2.08,1.2
"Wellington CBD",7.9,0,1.75,4.01,0.3,1.79,3.85,0.4,1.69,3.42,0.6,1.51,2.96,0.8,1.37,2.67,1.1,1.2,2.48,1.5
"Wellington",7.9,0,1.75,4.01,0.3,1.79,3.85,0.4,1.69,3.42,0.6,1.51,2.96,0.8,1.37,2.67,1.1,1.2,2.48,1.5
"Eastbourne",7.9,0,1.77,4.06,0.3,1.8,3.88,0.4,1.7,3.42,0.6,1.51,2.95,0.8,1.37,2.65,1.1,1.2,2.46,1.5
"Richmond",7.6,">20",0.83,1.88,0.3,0.9,1.97,0.4,0.92,1.95,0.5,0.89,1.88,0.7,0.85,1.82,0.9,0.79,1.78,1.1
"Hope",7.6,">20",0.83,1.88,0.3,0.9,1.97,0.4,0.92,1.95,0.5,0.89,1.88,0.7,0.85,1.82,0.9,0.79,1.78,1.1
"Brightwater",7.6,">20",0.83,1.87,0.3,0.9,1.96,0.4,0.92,1.94,0.5,0.88,1.87,0.7,0.84,1.81,0.9,0.79,1.78,1.1
"Wakefield",7.6,">20",0.83,1.87,0.3,0.9,1.96,0.4,0.92,1.94,0.5,0.88,1.87,0.7,0.84,1.81,0.9,0.79,1.78,1.1
"Renwick",7.8,">20",1.28,2.9,0.3,1.35,2.93,0.4,1.33,2.75,0.6,1.22,2.5,0.8,1.13,2.31,1.0,1.01,2.2,1.4
"Blenheim",7.8,11,1.32,3.01,0.3,1.39,3.01,0.4,1.36,2.8,0.6,1.25,2.54,0.8,1.15,2.35,1.0,1.03,2.23,1.3
"Seddon",7.8,5,1.45,3.31,0.3,1.51,3.28,0.4,1.47,3.02,0.6,1.34,2.71,0.8,1.22,2.49,1.0,1.09,2.35,1.4
"Westport",7.2,">20",0.62,1.39,0.3,0.69,1.52,0.4,0.72,1.56,0.5,0.71,1.57,0.7,0.69,1.54,0.9,0.65,1.55,1.1
"St Arnaud",7.8,0,1.01,2.27,0.3,1.09,2.38,0.4,1.1,2.32,0.6,1.04,2.19,0.8,0.97,2.08,1.0,0.88,2.02,1.3
"Murchison",7.4,">20",0.77,1.76,0.3,0.86,1.88,0.4,0.88,1.9,0.6,0.86,1.86,0.7,0.82,1.8,0.9,0.76,1.8,1.2
"Ward",7.9,5,1.58,3.61,0.3,1.64,3.55,0.4,1.58,3.22,0.6,1.42,2.83,0.8,1.28,2.59,1.1,1.13,2.41,1.5
"Reefton",7.4,">20",0.78,1.75,0.3,0.87,1.9,0.5,0.89,1.92,0.6,0.86,1.89,0.8,0.82,1.83,1.0,0.76,1.82,1.3
"Springs Junction",7.9,2,1.22,2.75,0.4,1.35,2.94,0.5,1.36,2.91,0.7,1.24,2.71,1.0,1.12,2.56,1.2,0.99,2.34,1.7
"Runanga",7.6,">20",0.67,1.47,0.4,0.75,1.63,0.5,0.78,1.7,0.6,0.77,1.69,0.8,0.73,1.66,1.0,0.68,1.67,1.3
"Kaikoura",7.9,6,1.37,3.09,0.3,1.44,3.09,0.4,1.4,2.86,0.6,1.27,2.56,0.8,1.16,2.37,1.1,1.02,2.22,1.5
"Greymouth",7.6,">20",0.68,1.51,0.4,0.77,1.67,0.5,0.81,1.75,0.6,0.79,1.74,0.9,0.74,1.72,1.0,0.69,1.71,1.3
"Hanmer Springs",7.8,4,1.37,3.12,0.4,1.5,3.28,0.5,1.49,3.17,0.6,1.35,2.9,0.9,1.22,2.73,1.2,1.06,2.49,1.7
"Hokitika",7.8,">20",0.81,1.79,0.4,0.91,1.98,0.5,0.95,2.05,0.7,0.9,2.0,0.9,0.84,1.96,1.1,0.77,1.9,1.5
"Cheviot",7.6,">20",0.93,2.09,0.3,1.01,2.18,0.4,1.02,2.13,0.6,0.96,2.02,0.8,0.9,1.92,0.9,0.83,1.88,1.2
"Otira",7.9,1,1.43,3.25,0.4,1.58,3.48,0.5,1.57,3.41,0.7,1.42,3.16,1.0,1.26,2.91,1.3,1.07,2.61,1.8
"Arthurs Pass",7.6,13,0.99,2.24,0.4,1.11,2.45,0.5,1.14,2.48,0.6,1.07,2.37,0.9,0.99,2.28,1.1,0.89,2.17,1.5
"Harihari",8.2,0,1.31,2.91,0.4,1.46,3.16,0.6,1.46,3.16,0.7,1.33,2.98,1.1,1.19,2.74,1.4,1.01,2.53,2.0
